radius[km],depth[km],density[g/cm**3],vp[km/s],vs[km/s],qkappa,qmu,K[GPa],mu[GPa],pressure[GPa],temperature[K]
    1395.231,    4975.769,      12.196,       9.982,       0.000,57823,   -0, 1215.147559,    0.000000,  313.527924,       0.000
    1453.141,    4917.859,      12.157,       9.948,       0.000,57823,   -0, 1203.216875,    0.000000,  310.695923,       0.000
    1511.051,    4859.949,      12.119,       9.915,       0.000,57823,   -0, 1191.290502,    0.000000,  308.316326,       0.000
    1568.961,    4802.039,      12.080,       9.881,       0.000,57823,   -0, 1179.376117,    0.000000,  305.079267,       0.000
    1626.872,    4744.128,      12.041,       9.847,       0.000,57823,   -0, 1167.485341,    0.000000,  301.718024,       0.000
    1684.782,    4686.218,      12.002,       9.813,       0.000,57823,   -0, 1155.637434,    0.000000,  298.114964,       0.000
    1742.692,    4628.308,      11.963,       9.778,       0.000,57823,   -0, 1143.819383,    0.000000,  294.326319,       0.000
    1800.603,    4570.397,      11.920,       9.740,       0.000,57823,   -0, 1130.916370,    0.000000,  290.455361,       0.000
    1858.513,    4512.487,      11.877,       9.701,       0.000,57823,   -0, 1117.618564,    0.000000,  286.353188,       0.000
    1916.423,    4454.577,      11.831,       9.659,       0.000,57823,   -0, 1103.907607,    0.000000,  282.139499,       0.000
    1974.333,    4396.667,      11.785,       9.616,       0.000,57823,   -0, 1089.775781,    0.000000,  277.888265,       0.000
    2032.244,    4338.756,      11.736,       9.572,       0.000,57823,   -0, 1075.222374,    0.000000,  273.514408,       0.000
    2090.154,    4280.846,      11.687,       9.525,       0.000,57823,   -0, 1060.261832,    0.000000,  268.927872,       0.000
    2148.064,    4222.936,      11.635,       9.477,       0.000,57823,   -0, 1044.919509,    0.000000,  264.269316,       0.000
    2205.974,    4165.026,      11.582,       9.427,       0.000,57823,   -0, 1029.229726,    0.000000,  259.505410,       0.000
    2263.885,    4107.115,      11.528,       9.375,       0.000,57823,   -0, 1013.220705,    0.000000,  254.617023,       0.000
    2321.795,    4049.205,      11.472,       9.322,       0.000,57823,   -0,  996.916174,    0.000000,  249.742434,       0.000
    2379.705,    3991.295,      11.414,       9.268,       0.000,57823,   -0,  980.330991,    0.000000,  244.593401,       0.000
    2437.615,    3933.385,      11.354,       9.212,       0.000,57823,   -0,  963.469145,    0.000000,  239.473625,       0.000
    2495.526,    3875.474,      11.293,       9.154,       0.000,57823,   -0,  946.327103,    0.000000,  234.257177,       0.000
    2553.436,    3817.564,      11.230,       9.095,       0.000,57823,   -0,  928.911181,    0.000000,  228.946001,       0.000
    2611.346,    3759.654,      11.165,       9.034,       0.000,57823,   -0,  911.228324,    0.000000,  223.672377,       0.000
    2669.256,    3701.744,      11.098,       8.971,       0.000,57823,   -0,  893.267972,    0.000000,  218.148144,       0.000
    2727.167,    3643.833,      11.030,       8.907,       0.000,57823,   -0,  875.006072,    0.000000,  212.550393,       0.000
    2785.077,    3585.923,      10.959,       8.840,       0.000,57823,   -0,  856.419331,    0.000000,  206.884896,       0.000
    2842.987,    3528.013,      10.887,       8.771,       0.000,57823,   -0,  837.507645,    0.000000,  201.156431,       0.000
    2900.897,    3470.103,      10.813,       8.699,       0.000,57823,   -0,  818.303089,    0.000000,  195.386333,       0.000
    2958.808,    3412.192,      10.736,       8.626,       0.000,57823,   -0,  798.865250,    0.000000,  189.563159,       0.000
    3016.718,    3354.282,      10.656,       8.548,       0.000,57823,   -0,  778.592635,    0.000000,  183.695748,       0.000
    3074.628,    3296.372,      10.575,       8.469,       0.000,57823,   -0,  758.588842,    0.000000,  177.746708,       0.000
    3132.539,    3238.461,      10.495,       8.391,       0.000,57823,   -0,  738.886979,    0.000000,  171.748561,       0.000
    3190.449,    3180.551,      10.413,       8.312,       0.000,57823,   -0,  719.480563,    0.000000,  165.728628,       0.000
    3248.359,    3122.641,      10.332,       8.233,       0.000,57823,   -0,  700.359342,    0.000000,  159.702998,       0.000
    3306.269,    3064.731,      10.251,       8.154,       0.000,57823,   -0,  681.513167,    0.000000,  153.615813,       0.000
    3364.180,    3006.820,      10.169,       8.074,       0.000,57823,   -0,  662.932980,    0.000000,  147.480839,       0.000
    3422.090,    2948.910,      10.087,       7.994,       0.000,57823,   -0,  644.614028,    0.000000,  141.344144,       0.000
    3480.000,    2891.000,      10.005,       7.914,       0.000,57823,   -0,  626.556084,    0.000000,  135.203505,       0.000
    3480.000,    2891.000,       5.546,      13.832,       7.453,57823, 9000,  650.403768,  308.047957,  135.199689,    2605.487
    3485.014,    2885.986,       5.544,      13.826,       7.450,57823, 8894,  649.451319,  307.691353,  134.902859,    2603.901
    3490.029,    2880.971,       5.541,      13.820,       7.448,57823, 8789,  648.497741,  307.335060,  134.603120,    2602.314
    3495.043,    2875.957,       5.538,      13.814,       7.445,57823, 8685,  647.543410,  306.979222,  134.287739,    2600.727
    3500.057,    2870.943,       5.536,      13.808,       7.442,57823, 8582,  646.588258,  306.623756,  133.987788,    2599.140
    3505.071,    2865.929,       5.533,      13.802,       7.440,57823, 8480,  645.632499,  306.268642,  133.692274,    2597.553
    3510.086,    2860.914,       5.531,      13.795,       7.437,57823, 8379,  644.676275,  305.913776,  133.394235,    2595.964
    3515.100,    2855.900,       5.528,      13.789,       7.435,57823, 8278,  643.720450,  305.559257,  133.101094,    2594.376
    3520.114,    2850.886,       5.526,      13.783,       7.432,57823, 8179,  642.762885,  305.205166,  132.791507,    2592.787
    3525.129,    2845.871,       5.523,      13.777,       7.429,57823, 8080,  641.782662,  304.852008,  132.500546,    2591.197
    3530.143,    2840.857,       5.520,      13.770,       7.427,57823, 7982,  640.796171,  304.498977,  132.195416,    2589.607
    3535.157,    2835.843,       5.518,      13.764,       7.424,57823, 7885,  639.805461,  304.145732,  131.898959,    2588.017
    3540.171,    2830.829,       5.515,      13.757,       7.422,57823, 7788,  638.814021,  303.792050,  131.604067,    2586.426
    3545.186,    2825.814,       5.513,      13.751,       7.419,57823, 7693,  637.825583,  303.437711,  131.310827,    2584.835
    3550.200,    2820.800,       5.510,      13.745,       7.417,57823, 7598,  636.843870,  303.082827,  131.006004,    2583.246
    3555.214,    2815.786,       5.508,      13.738,       7.414,57823, 7504,  635.870823,  302.727446,  130.715836,    2581.658
    3560.229,    2810.771,       5.505,      13.732,       7.411,57823, 7411,  634.907147,  302.371722,  130.420872,    2580.083
    3565.243,    2805.757,       5.502,      13.726,       7.409,57823, 7319,  633.953312,  302.016042,  130.126408,    2578.532
    3570.257,    2800.743,       5.500,      13.719,       7.406,57823, 7227,  633.008544,  301.660470,  129.830074,    2577.011
    3575.271,    2795.729,       5.497,      13.713,       7.403,57823, 7136,  632.070362,  301.304887,  129.536682,    2575.519
    3580.286,    2790.714,       5.495,      13.707,       7.401,57823, 7046,  631.132872,  300.948832,  129.242489,    2574.045
    3585.300,    2785.700,       5.492,      13.701,       7.398,57823, 6957,  630.189924,  300.591885,  128.950352,    2572.568
    3590.314,    2780.686,       5.490,      13.694,       7.395,57823, 6869,  629.239031,  300.233328,  128.655851,    2571.058
    3595.329,    2775.671,       5.487,      13.688,       7.392,57823, 6781,  628.281839,  299.872298,  128.366187,    2569.484
    3600.343,    2770.657,       5.485,      13.681,       7.390,57823, 6695,  627.320086,  299.508842,  128.073975,    2567.818
    3605.357,    2765.643,       5.482,      13.675,       7.387,57823, 6609,  626.360223,  299.138074,  127.781594,    2566.036
    3610.371,    2760.629,       5.480,      13.668,       7.384,57823, 6523,  625.395200,  298.765078,  127.484333,    2564.120
    3615.386,    2755.614,       5.477,      13.661,       7.381,57823, 6439,  624.425779,  298.386516,  127.185959,    2562.057
    3620.400,    2750.600,       5.475,      13.655,       7.378,57823, 6355,  623.449902,  298.001897,  126.892745,    2559.840
    3625.414,    2745.586,       5.472,      13.648,       7.375,57823, 6272,  622.468662,  297.611781,  126.601637,    2557.466
    3630.429,    2740.571,       5.470,      13.641,       7.372,57823, 6190,  621.487194,  297.217845,  126.308634,    2554.925
    3635.443,    2735.557,       5.467,      13.634,       7.368,57823, 6109,  620.510277,  296.822051,  126.017930,    2552.232
    3640.457,    2730.543,       5.465,      13.627,       7.365,57823, 6028,  619.538296,  296.425058,  125.731051,    2549.401
    3645.471,    2725.529,       5.462,      13.620,       7.362,57823, 5948,  618.566831,  296.013613,  125.440274,    2546.439
    3650.486,    2720.514,       5.459,      13.614,       7.359,57823, 5869,  617.589525,  295.604651,  125.147764,    2543.384
    3655.500,    2715.500,       5.456,      13.607,       7.355,57823, 5791,  616.606567,  295.198703,  124.861098,    2540.263
    3660.514,    2710.486,       5.454,      13.600,       7.352,57823, 5713,  615.622350,  294.809620,  124.568129,    2537.090
    3665.529,    2705.471,       5.451,      13.593,       7.349,57823, 5636,  614.643450,  294.420800,  124.279333,    2533.912
    3670.543,    2700.457,       5.448,      13.587,       7.346,57823, 5560,  613.681583,  294.037998,  123.991464,    2530.769
    3675.557,    2695.443,       5.446,      13.580,       7.343,57823, 5484,  612.742716,  293.663606,  123.690967,    2527.652
    3680.571,    2690.429,       5.443,      13.575,       7.340,57823, 5409,  612.089498,  293.261613,  123.406403,    2524.641
    3685.586,    2685.414,       5.441,      13.574,       7.336,57823, 5335,  612.193720,  292.815085,  123.118934,    2521.761
    3690.600,    2680.400,       5.439,      13.573,       7.331,57823, 5262,  612.283810,  292.310445,  122.831536,    2518.942
    3695.614,    2675.386,       5.437,      13.570,       7.325,57823, 5189,  612.243391,  291.760033,  122.544399,    2516.237
    3700.629,    2670.371,       5.434,      13.568,       7.319,57823, 5118,  612.232237,  291.114894,  122.257127,    2513.584
    3705.643,    2665.357,       5.431,      13.565,       7.311,57823, 5046,  612.267574,  290.299765,  121.970242,    2510.928
    3710.657,    2660.343,       5.426,      13.561,       7.301,57823, 4976,  612.292410,  289.231158,  121.684294,    2508.257
    3715.671,    2655.329,       5.420,      13.558,       7.288,57823, 4906,  612.540397,  287.869746,  121.398783,    2505.546
    3720.686,    2650.314,       5.413,      13.558,       7.270,57823, 4837,  613.433992,  286.109113,  121.117335,    2502.794
    3725.700,    2645.300,       5.404,      13.558,       7.251,57823, 4768,  614.548319,  284.103176,  120.833444,    2499.995
    3730.714,    2640.286,       5.395,      13.558,       7.229,57823, 4701,  615.745593,  281.971700,  120.549465,    2497.152
    3735.729,    2635.271,       5.386,      13.558,       7.209,57823, 4634,  616.820553,  279.925429,  120.258662,    2494.279
    3740.743,    2630.257,       5.378,      13.557,       7.189,57823, 4567,  617.826489,  277.950727,  119.983753,    2491.381
    3745.757,    2625.243,       5.369,      13.557,       7.171,57823, 4502,  618.769783,  276.092578,  119.696139,    2488.472
    3750.771,    2620.229,       5.365,      13.557,       7.154,57823, 4437,  619.931062,  274.549105,  119.414468,    2485.565
    3755.786,    2615.214,       5.360,      13.557,       7.139,57823, 4372,  620.835434,  273.202031,  119.137342,    2482.671
    3760.800,    2610.200,       5.356,      13.556,       7.128,57823, 4309,  621.506590,  272.107679,  118.849677,    2479.807
    3765.814,    2605.186,       5.352,      13.556,       7.120,57823, 4246,  621.788835,  271.362988,  118.569382,    2477.003
    3770.829,    2600.171,       5.349,      13.556,       7.116,57823, 4183,  621.756830,  270.873579,  118.289741,    2474.284
    3775.843,    2595.157,       5.344,      13.555,       7.114,57823, 4122,  621.348449,  270.494308,  118.009381,    2471.720
    3780.857,    2590.143,       5.342,      13.550,       7.112,57823, 4061,  620.521749,  270.246355,  117.730734,    2469.338
    3785.871,    2585.129,       5.340,      13.542,       7.111,57823, 4000,  619.344475,  269.995812,  117.452123,    2467.109
    3790.886,    2580.114,       5.338,      13.538,       7.109,57823, 3940,  618.703332,  269.742871,  117.172865,    2465.011
    3795.900,    2575.100,       5.336,      13.534,       7.107,57823, 3881,  618.018143,  269.487663,  116.892489,    2463.042
    3800.914,    2570.086,       5.333,      13.531,       7.105,57823, 3823,  617.469580,  269.230100,  116.612778,    2461.185
    3805.929,    2565.071,       5.331,      13.528,       7.103,57823, 3765,  617.012469,  268.970062,  116.333071,    2459.424
    3810.943,    2560.057,       5.329,      13.524,       7.101,57823, 3708,  616.389260,  268.707821,  116.049861,    2457.767
    3815.957,    2555.043,       5.327,      13.521,       7.099,57823, 3651,  615.809585,  268.444304,  115.772071,    2456.174
    3820.971,    2550.029,       5.324,      13.515,       7.097,57823, 3595,  614.931218,  268.180196,  115.493387,    2454.610
    3825.986,    2545.014,       5.322,      13.509,       7.095,57823, 3540,  613.998553,  267.915859,  115.217670,    2453.091
    3831.000,    2540.000,       5.320,      13.503,       7.093,57823, 3485,  613.065887,  267.650792,  114.935061,    2451.580
    3841.005,    2529.995,       5.315,      13.491,       7.089,57823, 3378,  611.206546,  267.120576,  114.383344,    2448.536
    3851.010,    2519.990,       5.310,      13.479,       7.085,57823, 3273,  609.351705,  266.590061,  113.829825,    2445.577
    3861.014,    2509.986,       5.306,      13.467,       7.081,57823, 3171,  607.503736,  266.059828,  113.274787,    2442.682
    3871.019,    2499.981,       5.301,      13.455,       7.077,57823, 3070,  605.662328,  265.530226,  112.726387,    2439.840
    3881.024,    2489.976,       5.296,      13.443,       7.074,57823, 2973,  603.826083,  264.999235,  112.179175,    2437.037
    3891.029,    2479.971,       5.292,      13.431,       7.070,57823, 2877,  601.997459,  264.466898,  111.631767,    2434.267
    3901.033,    2469.967,       5.287,      13.419,       7.066,57823, 2784,  600.172918,  263.933001,  111.083272,    2431.526
    3911.038,    2459.962,       5.282,      13.408,       7.062,57823, 2693,  598.349521,  263.398896,  110.540426,    2428.804
    3921.043,    2449.957,       5.278,      13.396,       7.058,57823, 2604,  596.528244,  262.864113,  109.994688,    2426.098
    3931.048,    2439.952,       5.273,      13.384,       7.053,57823, 2518,  594.709265,  262.329176,  109.464788,    2423.408
    3941.052,    2429.948,       5.268,      13.372,       7.049,57823, 2433,  592.892808,  261.792671,  108.923045,    2420.729
    3951.057,    2419.943,       5.263,      13.360,       7.045,57823, 2351,  591.077495,  261.255605,  108.381572,    2418.059
    3961.062,    2409.938,       5.258,      13.348,       7.041,57823, 2271,  589.261234,  260.717130,  107.841025,    2415.400
    3971.067,    2399.933,       5.254,      13.336,       7.037,57823, 2193,  587.444624,  260.177675,  107.293375,    2412.751
    3981.072,    2389.928,       5.249,      13.324,       7.033,57823, 2117,  585.630298,  259.638390,  106.753653,    2410.101
    3991.076,    2379.924,       5.244,      13.312,       7.029,57823, 2043,  583.819869,  259.099869,  106.215449,    2407.449
    4001.081,    2369.919,       5.239,      13.300,       7.025,57823, 1971,  582.013312,  258.562118,  105.678045,    2404.794
    4011.086,    2359.914,       5.234,      13.288,       7.021,57823, 1901,  580.210331,  258.025177,  105.127408,    2402.136
    4021.091,    2349.909,       5.229,      13.276,       7.017,57823, 1833,  578.409939,  257.489066,  104.590933,    2399.474
    4031.095,    2339.905,       5.224,      13.264,       7.013,57823, 1767,  576.611354,  256.953933,  104.054199,    2396.809
    4041.100,    2329.900,       5.220,      13.252,       7.009,57823, 1703,  574.813605,  256.419759,  103.522252,    2394.141
    4051.105,    2319.895,       5.215,      13.240,       7.005,57823, 1640,  573.016567,  255.886559,  102.986472,    2391.469
    4061.110,    2309.890,       5.210,      13.228,       7.001,57823, 1580,  571.219926,  255.354083,  102.458768,    2388.794
    4071.115,    2299.885,       5.205,      13.216,       6.997,57823, 1521,  569.422973,  254.821847,  101.926525,    2386.116
    4081.119,    2289.881,       5.200,      13.204,       6.993,57823, 1464,  567.624577,  254.289208,  101.393470,    2383.436
    4091.124,    2279.876,       5.195,      13.192,       6.989,57823, 1409,  565.822873,  253.755287,  100.864538,    2380.754
    4101.129,    2269.871,       5.191,      13.180,       6.985,57823, 1355,  564.017220,  253.219537,  100.338194,    2378.068
    4111.134,    2259.866,       5.186,      13.168,       6.981,57823, 1304,  562.207853,  252.681632,   99.809841,    2375.380
    4121.139,    2249.861,       5.181,      13.155,       6.976,57823, 1254,  560.395632,  252.141433,   99.284804,    2372.689
    4131.143,    2239.857,       5.176,      13.143,       6.972,57823, 1205,  558.581763,  251.598975,   98.757422,    2369.995
    4141.148,    2229.852,       5.171,      13.131,       6.968,57823, 1158,  556.766883,  251.054284,   98.230120,    2367.295
    4151.153,    2219.847,       5.166,      13.118,       6.964,57823, 1113,  554.951978,  250.507741,   97.714506,    2364.591
    4161.158,    2209.842,       5.161,      13.106,       6.959,57823, 1069,  553.137552,  249.959825,   97.188084,    2361.882
    4171.162,    2199.838,       5.156,      13.093,       6.955,57823, 1027,  551.324489,  249.411110,   96.663384,    2359.168
    4181.167,    2189.833,       5.151,      13.081,       6.951,57823,  986,  549.514015,  248.862000,   96.141417,    2356.446
    4191.172,    2179.828,       5.146,      13.068,       6.947,57823,  947,  547.708511,  248.313011,   95.605064,    2353.719
    4201.177,    2169.823,       5.141,      13.056,       6.942,57823,  909,  545.909679,  247.764409,   95.084736,    2350.986
    4211.181,    2159.819,       5.136,      13.043,       6.938,57823,  873,  544.118194,  247.216251,   94.563704,    2348.246
    4221.186,    2149.814,       5.131,      13.031,       6.934,57823,  838,  542.332763,  246.668216,   94.043174,    2345.500
    4231.191,    2139.809,       5.126,      13.018,       6.929,57823,  804,  540.551085,  246.120010,   93.519018,    2342.747
    4241.196,    2129.804,       5.121,      13.006,       6.925,57823,  772,  538.770062,  245.571185,   93.003488,    2339.989
    4251.201,    2119.799,       5.116,      12.993,       6.921,57823,  741,  536.987746,  245.021268,   92.489583,    2337.224
    4261.205,    2109.795,       5.111,      12.981,       6.916,57823,  711,  535.203906,  244.469932,   91.967303,    2334.455
    4271.210,    2099.790,       5.106,      12.968,       6.912,57823,  683,  533.418256,  243.916857,   91.454883,    2331.681
    4281.215,    2089.785,       5.101,      12.955,       6.907,57823,  655,  531.631161,  243.362113,   90.937704,    2328.902
    4291.220,    2079.780,       5.096,      12.942,       6.903,57823,  629,  529.843609,  242.805963,   90.423466,    2326.120
    4301.224,    2069.776,       5.091,      12.929,       6.898,57823,  604,  528.057649,  242.249062,   89.910580,    2323.335
    4311.229,    2059.771,       5.086,      12.917,       6.894,57823,  581,  526.274877,  241.692232,   89.395170,    2320.547
    4321.234,    2049.766,       5.081,      12.904,       6.889,57823,  558,  524.497301,  241.136492,   88.882289,    2317.757
    4331.239,    2039.761,       5.076,      12.891,       6.884,57823,  536,  522.726732,  240.582550,   88.370244,    2314.965
    4341.243,    2029.757,       5.071,      12.878,       6.880,57823,  516,  520.964399,  240.030874,   87.861996,    2312.172
    4351.248,    2019.752,       5.066,      12.865,       6.875,57823,  496,  519.209737,  239.481429,   87.352115,    2309.377
    4361.253,    2009.747,       5.061,      12.852,       6.871,57823,  478,  517.462324,  238.933810,   86.841477,    2306.580
    4371.258,    1999.742,       5.056,      12.840,       6.866,57823,  460,  515.721957,  238.387050,   86.329873,    2303.782
    4381.263,    1989.737,       5.051,      12.827,       6.862,57823,  444,  513.987932,  237.840216,   85.820566,    2300.982
    4391.267,    1979.733,       5.046,      12.814,       6.857,57823,  428,  512.258497,  237.292783,   85.306650,    2298.180
    4401.272,    1969.728,       5.042,      12.801,       6.853,57823,  413,  510.531553,  236.744055,   84.798537,    2295.376
    4411.277,    1959.723,       5.037,      12.789,       6.848,57823,  399,  508.806594,  236.193477,   84.331081,    2292.570
    4421.282,    1949.718,       5.032,      12.776,       6.843,57823,  386,  507.082799,  235.641093,   83.825926,    2289.761
    4431.287,    1939.713,       5.027,      12.763,       6.839,57823,  374,  505.358397,  235.087979,   83.321237,    2286.949
    4441.291,    1929.709,       5.022,      12.750,       6.834,57823,  362,  503.632237,  234.535410,   82.797606,    2284.136
    4451.296,    1919.704,       5.017,      12.737,       6.829,57823,  351,  501.903891,  233.983923,   82.316794,    2281.319
    4461.301,    1909.699,       5.012,      12.724,       6.825,57823,  341,  500.173473,  233.434156,   81.791454,    2278.501
    4471.306,    1899.694,       5.007,      12.711,       6.820,57823,  332,  498.440442,  232.886802,   81.291891,    2275.680
    4481.310,    1889.690,       5.001,      12.699,       6.816,57823,  323,  496.704544,  232.342296,   80.791720,    2272.858
    4491.315,    1879.685,       4.996,      12.686,       6.811,57823,  315,  494.965424,  231.800341,   80.290950,    2270.034
    4501.320,    1869.680,       4.991,      12.673,       6.807,57823,  307,  493.223454,  231.260403,   79.790498,    2267.209
    4511.325,    1859.675,       4.986,      12.659,       6.802,57823,  301,  491.479355,  230.721483,   79.289708,    2264.382
    4521.329,    1849.671,       4.981,      12.646,       6.798,57823,  294,  489.735100,  230.182130,   78.789567,    2261.555
    4531.334,    1839.666,       4.976,      12.633,       6.793,57823,  288,  487.992175,  229.640985,   78.289753,    2258.726
    4541.339,    1829.661,       4.971,      12.620,       6.789,57823,  283,  486.251585,  229.097526,   77.791142,    2255.896
    4551.344,    1819.656,       4.966,      12.607,       6.784,57823,  278,  484.513620,  228.551392,   77.292696,    2253.064
    4561.349,    1809.651,       4.961,      12.593,       6.779,57823,  274,  482.778840,  228.002115,   76.796027,    2250.231
    4571.353,    1799.647,       4.956,      12.580,       6.775,57823,  270,  481.048115,  227.449329,   76.299734,    2247.397
    4581.358,    1789.642,       4.951,      12.567,       6.770,57823,  266,  479.320998,  226.893086,   75.803941,    2244.560
    4591.363,    1779.637,       4.946,      12.553,       6.765,57823,  263,  477.596584,  226.334352,   75.308163,    2241.721
    4601.368,    1769.632,       4.941,      12.540,       6.760,57823,  260,  475.873744,  225.774127,   74.812972,    2238.879
    4611.373,    1759.627,       4.936,      12.526,       6.755,57823,  257,  474.151980,  225.212830,   74.327679,    2236.035
    4621.377,    1749.623,       4.930,      12.513,       6.750,57823,  254,  472.431924,  224.650015,   73.834213,    2233.188
    4631.382,    1739.618,       4.925,      12.499,       6.745,57823,  252,  470.714731,  224.084150,   73.344377,    2230.338
    4641.387,    1729.613,       4.920,      12.486,       6.740,57823,  250,  469.001644,  223.514145,   72.852916,    2227.483
    4651.392,    1719.608,       4.915,      12.472,       6.735,57823,  249,  467.291707,  222.940359,   72.362387,    2224.625
    4661.396,    1709.604,       4.910,      12.458,       6.730,57823,  247,  465.583346,  222.363828,   71.872404,    2221.761
    4671.401,    1699.599,       4.905,      12.445,       6.725,57823,  245,  463.875069,  221.785055,   71.382313,    2218.893
    4681.406,    1689.594,       4.899,      12.431,       6.719,57823,  244,  462.166358,  221.204512,   70.893741,    2216.019
    4691.411,    1679.589,       4.894,      12.417,       6.714,57823,  243,  460.456917,  220.622552,   70.404288,    2213.139
    4701.415,    1669.585,       4.889,      12.403,       6.709,57823,  241,  458.747292,  220.039213,   69.915685,    2210.254
    4711.420,    1659.580,       4.884,      12.389,       6.703,57823,  240,  457.037306,  219.454394,   69.427016,    2207.363
    4721.425,    1649.575,       4.879,      12.375,       6.698,57823,  239,  455.325239,  218.869316,   68.939054,    2204.465
