radius[km],depth[km],density[g/cm**3],vp[km/s],vs[km/s],qkappa,qmu,K[GPa],mu[GPa],pressure[GPa],temperature[K]
    1033.577,    5337.423,      12.863,      11.101,       3.557, 1328,  143, 1368.100686,  162.706206,  339.787079,       0.000
    1064.897,    5306.103,      12.849,      11.091,       3.550, 1328,  143, 1364.656482,  161.903954,  338.255053,       0.000
    1096.218,    5274.782,      12.835,      11.081,       3.543, 1328,  143, 1361.205831,  161.101598,  336.680093,       0.000
    1127.539,    5243.461,      12.822,      11.071,       3.536, 1328,  143, 1357.747230,  160.298841,  335.062443,       0.000
    1158.859,    5212.141,      12.808,      11.061,       3.529, 1328,  143, 1354.279368,  159.495399,  333.402356,       0.000
    1190.179,    5180.820,      12.794,      11.051,       3.522, 1328,  143, 1350.801068,  158.691026,  331.700091,       0.000
    1221.500,    5149.500,      12.780,      11.041,       3.515, 1328,  143, 1347.311908,  157.885667,  329.955913,       0.000
    1221.500,    5149.500,      12.341,      10.359,       0.000,57823,    0, 1324.264009,    0.000000,  329.952383,       0.000
    1279.410,    5091.590,      12.307,      10.321,       0.000,57823,    0, 1310.961500,    0.000000,  326.252290,       0.000
    1337.321,    5033.680,      12.272,      10.283,       0.000,57823,    0, 1297.673693,    0.000000,  323.066743,       0.000
    1395.231,    4975.769,      12.237,      10.245,       0.000,57823,    0, 1284.402900,    0.000000,  319.728816,       0.000
    1453.141,    4917.859,      12.202,      10.207,       0.000,57823,    0, 1271.154059,    0.000000,  316.013598,       0.000
    1511.051,    4859.949,      12.167,      10.168,       0.000,57823,    0, 1257.933893,    0.000000,  312.448118,       0.000
    1568.961,    4802.039,      12.131,      10.129,       0.000,57823,    0, 1244.749572,    0.000000,  308.765271,       0.000
    1626.872,    4744.128,      12.096,      10.091,       0.000,57823,    0, 1231.608165,    0.000000,  304.872608,       0.000
    1684.782,    4686.218,      12.060,      10.052,       0.000,57823,    0, 1218.515581,    0.000000,  301.051616,       0.000
    1742.692,    4628.308,      12.024,      10.013,       0.000,57823,    0, 1205.426632,    0.000000,  296.812417,       0.000
    1800.603,    4570.397,      11.984,       9.970,       0.000,57823,    0, 1191.327840,    0.000000,  292.614296,       0.000
    1858.513,    4512.487,      11.942,       9.927,       0.000,57823,    0, 1176.833789,    0.000000,  288.317320,       0.000
    1916.423,    4454.577,      11.899,       9.882,       0.000,57823,    0, 1161.937064,    0.000000,  283.984568,       0.000
    1974.333,    4396.667,      11.853,       9.835,       0.000,57823,    0, 1146.634184,    0.000000,  279.564179,       0.000
    2032.244,    4338.756,      11.806,       9.787,       0.000,57823,    0, 1130.925530,    0.000000,  275.011674,       0.000
    2090.154,    4280.846,      11.757,       9.738,       0.000,57823,    0, 1114.816906,    0.000000,  270.395113,       0.000
    2148.064,    4222.936,      11.706,       9.686,       0.000,57823,    0, 1098.316642,    0.000000,  265.530609,       0.000
    2205.974,    4165.026,      11.653,       9.633,       0.000,57823,    0, 1081.434260,    0.000000,  260.636758,       0.000
    2263.885,    4107.115,      11.598,       9.579,       0.000,57823,    0, 1064.177652,    0.000000,  255.648575,       0.000
    2321.795,    4049.205,      11.541,       9.523,       0.000,57823,    0, 1046.556733,    0.000000,  250.511530,       0.000
    2379.705,    3991.295,      11.483,       9.464,       0.000,57823,    0, 1028.582562,    0.000000,  245.359381,       0.000
    2437.615,    3933.385,      11.422,       9.405,       0.000,57823,    0, 1010.264606,    0.000000,  240.111697,       0.000
    2495.526,    3875.474,      11.360,       9.343,       0.000,57823,    0,  991.612143,    0.000000,  234.869564,       0.000
    2553.436,    3817.564,      11.295,       9.280,       0.000,57823,    0,  972.638430,    0.000000,  229.459717,       0.000
    2611.346,    3759.654,      11.228,       9.214,       0.000,57823,    0,  953.352764,    0.000000,  223.987809,       0.000
    2669.256,    3701.744,      11.160,       9.147,       0.000,57823,    0,  933.757912,    0.000000,  218.490059,       0.000
    2727.167,    3643.833,      11.089,       9.078,       0.000,57823,    0,  913.855473,    0.000000,  212.909061,       0.000
    2785.077,    3585.923,      11.016,       9.007,       0.000,57823,    0,  893.653200,    0.000000,  207.280670,       0.000
    2842.987,    3528.013,      10.941,       8.933,       0.000,57823,    0,  873.170906,    0.000000,  201.516713,       0.000
    2900.897,    3470.103,      10.864,       8.858,       0.000,57823,    0,  852.445072,    0.000000,  195.712946,       0.000
    2958.808,    3412.192,      10.785,       8.780,       0.000,57823,    0,  831.523648,    0.000000,  189.793183,       0.000
    3016.718,    3354.282,      10.702,       8.699,       0.000,57823,    0,  809.796750,    0.000000,  183.853824,       0.000
    3074.628,    3296.372,      10.618,       8.617,       0.000,57823,    0,  788.364422,    0.000000,  177.916629,       0.000
    3132.539,    3238.461,      10.535,       8.534,       0.000,57823,    0,  767.267268,    0.000000,  171.913944,       0.000
    3190.449,    3180.551,      10.451,       8.452,       0.000,57823,    0,  746.500043,    0.000000,  165.874318,       0.000
    3248.359,    3122.641,      10.366,       8.369,       0.000,57823,    0,  726.054678,    0.000000,  159.770078,       0.000
    3306.269,    3064.731,      10.282,       8.286,       0.000,57823,    0,  705.923673,    0.000000,  153.663660,       0.000
    3364.180,    3006.820,      10.197,       8.203,       0.000,57823,    0,  686.100144,    0.000000,  147.531728,       0.000
    3422.090,    2948.910,      10.112,       8.119,       0.000,57823,    0,  666.580578,    0.000000,  141.427499,       0.000
    3480.000,    2891.000,      10.027,       8.035,       0.000,57823,    0,  647.364382,    0.000000,  135.290174,       0.000
    3480.000,    2891.000,       5.553,      13.937,       7.497,57823,35000,  662.354966,  312.117352,  135.286332,    2672.136
    3485.014,    2885.986,       5.550,      13.931,       7.495,57823,34534,  661.390118,  311.760045,  134.988934,    2670.481
    3490.029,    2880.971,       5.548,      13.924,       7.492,57823,34073,  660.426972,  311.402871,  134.687273,    2668.827
    3495.043,    2875.957,       5.545,      13.918,       7.490,57823,33616,  659.465777,  311.045979,  134.402075,    2667.172
    3500.057,    2870.943,       5.542,      13.912,       7.487,57823,33164,  658.506140,  310.689305,  134.101777,    2665.519
    3505.071,    2865.929,       5.540,      13.906,       7.485,57823,32715,  657.547850,  310.332849,  133.782124,    2663.865
    3510.086,    2860.914,       5.537,      13.900,       7.482,57823,32271,  656.590536,  309.976537,  133.484064,    2662.212
    3515.100,    2855.900,       5.535,      13.894,       7.479,57823,31831,  655.634622,  309.620496,  133.187667,    2660.559
    3520.114,    2850.886,       5.532,      13.888,       7.477,57823,31395,  654.682435,  309.264472,  132.888313,    2658.907
    3525.129,    2845.871,       5.530,      13.882,       7.474,57823,30963,  653.738752,  308.907888,  132.590744,    2657.255
    3530.143,    2840.857,       5.527,      13.876,       7.472,57823,30536,  652.796734,  308.551801,  132.296408,    2655.604
    3535.157,    2835.843,       5.524,      13.870,       7.469,57823,30112,  651.854357,  308.196492,  132.004310,    2653.953
    3540.171,    2830.829,       5.522,      13.864,       7.467,57823,29693,  650.910385,  307.842150,  131.707432,    2652.302
    3545.186,    2825.814,       5.519,      13.858,       7.464,57823,29278,  649.964114,  307.488740,  131.409765,    2650.651
    3550.200,    2820.800,       5.517,      13.852,       7.461,57823,28866,  649.015990,  307.136374,  131.112854,    2649.001
    3555.214,    2815.786,       5.514,      13.846,       7.459,57823,28459,  648.066307,  306.784951,  130.817316,    2647.351
    3560.229,    2810.771,       5.512,      13.840,       7.456,57823,28056,  647.115919,  306.434243,  130.486641,    2645.703
    3565.243,    2805.757,       5.509,      13.833,       7.454,57823,27657,  646.167834,  306.083330,  130.191313,    2644.058
    3570.257,    2800.743,       5.507,      13.827,       7.451,57823,27261,  645.228574,  305.728178,  129.893940,    2642.415
    3575.271,    2795.729,       5.504,      13.821,       7.448,57823,26870,  644.306959,  305.363026,  129.597533,    2640.774
    3580.286,    2790.714,       5.502,      13.815,       7.446,57823,26482,  643.403264,  304.987927,  129.302093,    2639.135
    3585.300,    2785.700,       5.499,      13.809,       7.443,57823,26099,  642.512695,  304.607391,  129.006572,    2637.498
    3590.314,    2780.686,       5.497,      13.803,       7.440,57823,25719,  641.631708,  304.223318,  128.712947,    2635.862
    3595.329,    2775.671,       5.494,      13.797,       7.437,57823,25343,  640.748539,  303.835660,  128.420294,    2634.224
    3600.343,    2770.657,       5.492,      13.791,       7.434,57823,24971,  639.842619,  303.445298,  128.120503,    2632.585
    3605.357,    2765.643,       5.489,      13.785,       7.430,57823,24603,  638.920387,  303.049720,  127.826969,    2630.941
    3610.371,    2760.629,       5.487,      13.778,       7.427,57823,24239,  637.986673,  302.653143,  127.536177,    2629.292
    3615.386,    2755.614,       5.484,      13.771,       7.424,57823,23878,  637.045234,  302.255677,  127.254428,    2627.633
    3620.400,    2750.600,       5.482,      13.765,       7.421,57823,23522,  636.091722,  301.860410,  126.961002,    2625.964
    3625.414,    2745.586,       5.479,      13.758,       7.418,57823,23169,  635.125441,  301.469814,  126.676359,    2624.283
    3630.429,    2740.571,       5.477,      13.751,       7.415,57823,22819,  634.146833,  301.084701,  126.379734,    2622.602
    3635.443,    2735.557,       5.474,      13.744,       7.412,57823,22474,  633.150987,  300.705303,  126.091343,    2620.917
    3640.457,    2730.543,       5.472,      13.737,       7.409,57823,22132,  632.141370,  300.332153,  125.798254,    2619.225
    3645.471,    2725.529,       5.469,      13.730,       7.406,57823,21793,  631.149534,  299.953545,  125.517887,    2617.531
    3650.486,    2720.514,       5.467,      13.724,       7.403,57823,21459,  630.153717,  299.597409,  125.228807,    2615.776
    3655.500,    2715.500,       5.465,      13.717,       7.400,57823,21128,  629.155795,  299.261417,  124.933190,    2613.937
    3660.514,    2710.486,       5.462,      13.710,       7.398,57823,20800,  628.145078,  298.955455,  124.643688,    2611.997
    3665.529,    2705.471,       5.460,      13.704,       7.396,57823,20476,  627.158545,  298.649638,  124.354801,    2609.934
    3670.543,    2700.457,       5.458,      13.698,       7.394,57823,20156,  626.206229,  298.345547,  124.065496,    2607.745
    3675.557,    2695.443,       5.455,      13.692,       7.392,57823,19839,  625.290532,  298.046948,  123.778492,    2605.433
    3680.571,    2690.429,       5.453,      13.686,       7.389,57823,19526,  624.401201,  297.757814,  123.485094,    2603.003
    3685.586,    2685.414,       5.451,      13.681,       7.387,57823,19216,  623.605850,  297.424623,  123.197422,    2600.468
    3690.600,    2680.400,       5.449,      13.675,       7.383,57823,18910,  622.988562,  296.996423,  122.911238,    2597.841
    3695.614,    2675.386,       5.446,      13.671,       7.378,57823,18607,  622.555164,  296.414701,  122.623570,    2595.136
    3700.629,    2670.371,       5.442,      13.666,       7.371,57823,18308,  622.236482,  295.680983,  122.336716,    2592.371
    3705.643,    2665.357,       5.437,      13.664,       7.363,57823,18012,  622.191290,  294.795043,  122.050308,    2589.554
    3710.657,    2660.343,       5.432,      13.666,       7.354,57823,17719,  622.721113,  293.796040,  121.765736,    2586.710
    3715.671,    2655.329,       5.427,      13.666,       7.346,57823,17430,  623.036232,  292.862005,  121.475131,    2583.855
    3720.686,    2650.314,       5.420,      13.665,       7.337,57823,17144,  623.115974,  291.743944,  121.189195,    2580.991
    3725.700,    2645.300,       5.411,      13.665,       7.326,57823,16862,  623.178815,  290.468563,  120.894532,    2578.148
    3730.714,    2640.286,       5.403,      13.664,       7.314,57823,16582,  623.427616,  288.982808,  120.609740,    2575.340
    3735.729,    2635.271,       5.393,      13.664,       7.301,57823,16307,  623.708437,  287.498442,  120.325538,    2572.560
    3740.743,    2630.257,       5.384,      13.665,       7.289,57823,16034,  623.945044,  286.049218,  120.040755,    2569.842
    3745.757,    2625.243,       5.375,      13.664,       7.277,57823,15765,  624.051468,  284.626101,  119.756805,    2567.196
    3750.771,    2620.229,       5.370,      13.662,       7.265,57823,15498,  624.478183,  283.393727,  119.485061,    2564.602
    3755.786,    2615.214,       5.365,      13.661,       7.252,57823,15236,  625.008187,  282.200556,  119.202267,    2562.094
    3760.800,    2610.200,       5.361,      13.659,       7.232,57823,14976,  626.332077,  280.398073,  118.919839,    2559.674
    3765.814,    2605.186,       5.357,      13.657,       7.216,57823,14719,  627.293255,  278.972684,  118.638360,    2557.279
    3770.829,    2600.171,       5.355,      13.655,       7.204,57823,14466,  628.012203,  277.905644,  118.358953,    2554.948
    3775.843,    2595.157,       5.353,      13.654,       7.200,57823,14216,  627.904443,  277.455522,  118.078508,    2552.529
    3780.857,    2590.143,       5.350,      13.652,       7.190,57823,13969,  628.345250,  276.592721,  117.797198,    2549.975
    3785.871,    2585.129,       5.348,      13.650,       7.182,57823,13724,  628.697134,  275.817162,  117.516892,    2547.350
    3790.886,    2580.114,       5.345,      13.647,       7.174,57823,13484,  628.646677,  275.127917,  117.236026,    2544.691
    3795.900,    2575.100,       5.343,      13.642,       7.168,57823,13246,  628.275295,  274.525705,  116.957510,    2542.033
    3800.914,    2570.086,       5.341,      13.638,       7.163,57823,13011,  628.024640,  274.014322,  116.676572,    2539.405
    3805.929,    2565.071,       5.338,      13.635,       7.159,57823,12779,  627.606338,  273.600255,  116.397924,    2536.821
    3810.943,    2560.057,       5.336,      13.631,       7.156,57823,12550,  627.045339,  273.257319,  116.120493,    2534.294
    3815.957,    2555.043,       5.333,      13.627,       7.154,57823,12324,  626.493978,  272.954397,  115.842911,    2531.836
    3820.971,    2550.029,       5.331,      13.625,       7.152,57823,12101,  626.038996,  272.657646,  115.561641,    2529.455
    3825.986,    2545.014,       5.329,      13.620,       7.149,57823,11881,  625.382169,  272.365111,  115.285480,    2527.161
    3831.000,    2540.000,       5.326,      13.617,       7.147,57823,11664,  624.783649,  272.077347,  115.006818,    2524.957
    3841.005,    2529.995,       5.321,      13.605,       7.143,57823,11239,  623.004794,  271.511804,  114.453140,    2520.663
    3851.010,    2519.990,       5.317,      13.594,       7.139,57823,10826,  621.154346,  270.951827,  113.900658,    2516.605
    3861.014,    2509.986,       5.312,      13.582,       7.135,57823,10424,  619.299769,  270.395298,  113.348826,    2512.775
    3871.019,    2499.981,       5.307,      13.570,       7.131,57823,10033,  617.445787,  269.839456,  112.800443,    2509.157
    3881.024,    2489.976,       5.302,      13.558,       7.127,57823, 9653,  615.577317,  269.297694,  112.247664,    2505.740
    3891.029,    2479.971,       5.297,      13.546,       7.123,57823, 9283,  613.703562,  268.760576,  111.700590,    2502.490
    3901.033,    2469.967,       5.293,      13.534,       7.119,57823, 8925,  611.825075,  268.227754,  111.154352,    2499.379
    3911.038,    2459.962,       5.288,      13.522,       7.115,57823, 8576,  609.960715,  267.685114,  110.612081,    2496.396
    3921.043,    2449.957,       5.283,      13.510,       7.111,57823, 8238,  608.097345,  267.141401,  110.059305,    2493.508
    3931.048,    2439.952,       5.278,      13.498,       7.107,57823, 7910,  606.234486,  266.597348,  109.515360,    2490.690
    3941.052,    2429.948,       5.274,      13.486,       7.103,57823, 7591,  604.374929,  266.050799,  108.971877,    2487.951
    3951.057,    2419.943,       5.269,      13.474,       7.099,57823, 7283,  602.516577,  265.503672,  108.425941,    2485.259
    3961.062,    2409.938,       5.264,      13.462,       7.095,57823, 6984,  600.660247,  264.956129,  107.888187,    2482.599
    3971.067,    2399.933,       5.259,      13.450,       7.091,57823, 6694,  598.806491,  264.408716,  107.348199,    2480.010
    3981.072,    2389.928,       5.254,      13.438,       7.086,57823, 6414,  596.956398,  263.861957,  106.813629,    2477.351
    3991.076,    2379.924,       5.249,      13.426,       7.082,57823, 6143,  595.111812,  263.316308,  106.264746,    2474.662
    4001.081,    2369.919,       5.245,      13.413,       7.078,57823, 5881,  593.274141,  262.771925,  105.724894,    2471.952
    4011.086,    2359.914,       5.240,      13.401,       7.074,57823, 5627,  591.444921,  262.228958,  105.188740,    2469.224
    4021.091,    2349.909,       5.235,      13.389,       7.070,57823, 5382,  589.624811,  261.687284,  104.659326,    2466.489
    4031.095,    2339.905,       5.230,      13.378,       7.066,57823, 5146,  587.813790,  261.146629,  104.125905,    2463.750
    4041.100,    2329.900,       5.226,      13.366,       7.062,57823, 4918,  586.010276,  260.606382,  103.594212,    2461.006
    4051.105,    2319.895,       5.221,      13.354,       7.058,57823, 4698,  584.212369,  260.065938,  103.061963,    2458.258
    4061.110,    2309.890,       5.216,      13.342,       7.054,57823, 4486,  582.417790,  259.524483,  102.531333,    2455.506
    4071.115,    2299.885,       5.211,      13.330,       7.050,57823, 4282,  580.624820,  258.981079,  101.999085,    2452.750
    4081.119,    2289.881,       5.206,      13.318,       7.045,57823, 4085,  578.832813,  258.434747,  101.467893,    2449.992
    4091.124,    2279.876,       5.202,      13.306,       7.041,57823, 3896,  577.041353,  257.884346,  100.938710,    2447.230
    4101.129,    2269.871,       5.197,      13.294,       7.037,57823, 3715,  575.250907,  257.329216,  100.410102,    2444.466
    4111.134,    2259.866,       5.192,      13.281,       7.033,57823, 3540,  573.461609,  256.769333,   99.881402,    2441.698
    4121.139,    2249.861,       5.187,      13.269,       7.028,57823, 3373,  571.673424,  256.205244,   99.350584,    2438.928
    4131.143,    2239.857,       5.182,      13.257,       7.024,57823, 3212,  569.886758,  255.637676,   98.823545,    2436.155
    4141.148,    2229.852,       5.177,      13.244,       7.019,57823, 3058,  568.101950,  255.067218,   98.298067,    2433.378
    4151.153,    2219.847,       5.173,      13.232,       7.014,57823, 2911,  566.320010,  254.494823,   97.773073,    2430.599
    4161.158,    2209.842,       5.168,      13.220,       7.010,57823, 2770,  564.541467,  253.921508,   97.247747,    2427.816
    4171.162,    2199.838,       5.163,      13.207,       7.005,57823, 2635,  562.766343,  253.348195,   96.740523,    2425.030
    4181.167,    2189.833,       5.158,      13.195,       7.000,57823, 2506,  560.993137,  252.775406,   96.200967,    2422.240
    4191.172,    2179.828,       5.153,      13.182,       6.996,57823, 2384,  559.220289,  252.203898,   95.678914,    2419.447
    4201.177,    2169.823,       5.148,      13.170,       6.991,57823, 2267,  557.446078,  251.634645,   95.168428,    2416.650
    4211.181,    2159.819,       5.144,      13.157,       6.987,57823, 2155,  555.668640,  251.069007,   94.647922,    2413.850
    4221.186,    2149.814,       5.139,      13.145,       6.982,57823, 2049,  553.884786,  250.508614,   94.127121,    2411.046
    4231.191,    2139.809,       5.134,      13.132,       6.978,57823, 1948,  552.091539,  249.955068,   93.607560,    2408.237
    4241.196,    2129.804,       5.129,      13.120,       6.973,57823, 1852,  550.285221,  249.408459,   93.089266,    2405.425
    4251.201,    2119.799,       5.124,      13.107,       6.969,57823, 1761,  548.459310,  248.867685,   92.573337,    2402.608
    4261.205,    2109.795,       5.119,      13.094,       6.965,57823, 1675,  546.607537,  248.331890,   92.057048,    2399.788
    4271.210,    2099.790,       5.114,      13.081,       6.961,57823, 1594,  544.730197,  247.800863,   91.542247,    2396.963
    4281.215,    2089.785,       5.109,      13.068,       6.957,57823, 1517,  542.833477,  247.274169,   91.056768,    2394.132
    4291.220,    2079.780,       5.104,      13.055,       6.953,57823, 1444,  540.923923,  246.749136,   90.542626,    2391.297
    4301.224,    2069.776,       5.099,      13.041,       6.949,57823, 1376,  539.005538,  246.222965,   90.029264,    2388.456
    4311.229,    2059.771,       5.095,      13.028,       6.945,57823, 1311,  537.078804,  245.695117,   89.518033,    2385.608
    4321.234,    2049.766,       5.090,      13.014,       6.940,57823, 1250,  535.145900,  245.165517,   89.015523,    2382.754
    4331.239,    2039.761,       5.085,      13.001,       6.936,57823, 1193,  533.210628,  244.633331,   88.495605,    2379.894
    4341.243,    2029.757,       5.080,      12.987,       6.932,57823, 1139,  531.279614,  244.098033,   87.984941,    2377.026
    4351.248,    2019.752,       5.075,      12.973,       6.928,57823, 1089,  529.361895,  243.558895,   87.480553,    2374.151
    4361.253,    2009.747,       5.070,      12.959,       6.923,57823, 1042,  527.465787,  243.014226,   86.971292,    2371.268
    4371.258,    1999.742,       5.065,      12.946,       6.919,57823,  998,  525.595126,  242.461883,   86.462707,    2368.378
    4381.263,    1989.737,       5.060,      12.933,       6.914,57823,  956,  523.749143,  241.902286,   85.954303,    2365.481
    4391.267,    1979.733,       5.055,      12.919,       6.910,57823,  918,  521.925717,  241.338048,   85.447409,    2362.577
    4401.272,    1969.728,       5.050,      12.906,       6.905,57823,  881,  520.122766,  240.770989,   84.940429,    2359.667
    4411.277,    1959.723,       5.045,      12.893,       6.900,57823,  848,  518.337031,  240.202165,   84.436832,    2356.751
    4421.282,    1949.718,       5.040,      12.880,       6.895,57823,  816,  516.563401,  239.632017,   83.932379,    2353.829
    4431.287,    1939.713,       5.035,      12.867,       6.891,57823,  787,  514.798001,  239.060545,   83.425956,    2350.903
    4441.291,    1929.709,       5.030,      12.854,       6.886,57823,  759,  513.039198,  238.487726,   82.921495,    2347.973
    4451.296,    1919.704,       5.025,      12.840,       6.881,57823,  733,  511.285765,  237.913678,   82.420948,    2345.039
    4461.301,    1909.699,       5.020,      12.827,       6.876,57823,  709,  509.515037,  237.339069,   81.915272,    2342.101
    4471.306,    1899.694,       5.015,      12.813,       6.871,57823,  686,  507.604279,  236.764653,   81.416698,    2339.160
    4481.310,    1889.690,       5.010,      12.798,       6.866,57823,  664,  505.607406,  236.191040,   80.914628,    2336.216
    4491.315,    1879.685,       5.005,      12.783,       6.861,57823,  643,  503.657063,  235.618393,   80.414215,    2333.269
    4501.320,    1869.680,       5.000,      12.768,       6.856,57823,  624,  501.727939,  235.046967,   79.913465,    2330.318
    4511.325,    1859.675,       4.995,      12.753,       6.852,57823,  605,  499.796896,  234.477106,   79.413469,    2327.363
    4521.329,    1849.671,       4.990,      12.739,       6.847,57823,  588,  497.856054,  233.909266,   78.915219,    2324.404
    4531.334,    1839.666,       4.985,      12.724,       6.842,57823,  571,  495.901597,  233.343523,   78.413211,    2321.440
    4541.339,    1829.661,       4.980,      12.709,       6.837,57823,  555,  493.886213,  232.779985,   77.916721,    2318.471
    4551.344,    1819.656,       4.975,      12.694,       6.832,57823,  541,  491.984472,  232.218758,   77.438908,    2315.497
    4561.349,    1809.651,       4.970,      12.681,       6.828,57823,  527,  490.248946,  231.659507,   76.941182,    2312.518
    4571.353,    1799.647,       4.964,      12.667,       6.823,57823,  513,  488.479856,  231.100613,   76.444804,    2309.533
    4581.358,    1789.642,       4.959,      12.654,       6.818,57823,  501,  486.711692,  230.539687,   75.949399,    2306.543
    4591.363,    1779.637,       4.954,      12.640,       6.813,57823,  489,  484.937281,  229.975943,   75.459057,    2303.547
    4601.368,    1769.632,       4.949,      12.626,       6.808,57823,  479,  483.140282,  229.409764,   74.966934,    2300.547
    4611.373,    1759.627,       4.944,      12.612,       6.803,57823,  468,  481.265380,  228.841401,   74.472431,    2297.542
    4621.377,    1749.623,       4.939,      12.597,       6.798,57823,  459,  479.405360,  228.270867,   73.980869,    2294.535
    4631.382,    1739.618,       4.934,      12.587,       6.793,57823,  450,  478.086543,  227.697918,   73.488275,    2291.525
    4641.387,    1729.613,       4.929,      12.576,       6.788,57823,  441,  476.637052,  227.122101,   72.997132,    2288.513
    4651.392,    1719.608,       4.924,      12.564,       6.783,57823,  433,  475.097003,  226.542759,   72.505987,    2285.500
    4661.396,    1709.604,       4.918,      12.551,       6.778,57823,  426,  473.564801,  225.960675,   72.015200,    2282.487
    4671.401,    1699.599,       4.913,      12.539,       6.773,57823,  419,  472.032536,  225.377904,   71.527611,    2279.472
    4681.406,    1689.594,       4.908,      12.527,       6.768,57823,  412,  470.505846,  224.796053,   71.037509,    2276.456
    4691.411,    1679.589,       4.903,      12.515,       6.762,57823,  406,  469.002243,  224.215439,   70.548848,    2273.439
    4701.415,    1669.585,       4.898,      12.503,       6.757,57823,  400,  467.534503,  223.635793,   70.053957,    2270.421
    4711.420,    1659.580,       4.893,      12.492,       6.752,57823,  395,  466.040311,  223.056349,   69.576549,    2267.401
    4721.425,    1649.575,       4.888,      12.478,       6.747,57823,  390,  464.337169,  222.476373,   69.090286,    2264.378
    4731.430,    1639.570,       4.882,      12.463,       6.742,57823,  385,  462.549024,  221.895221,   68.605509,    2261.352
    4741.435,    1629.565,       4.877,      12.448,       6.736,57823,  380,  460.622238,  221.312567,   68.119272,    2258.322
