radius[km],depth[km],density[g/cm**3],vp[km/s],vs[km/s],qkappa,qmu,K[GPa],mu[GPa],pressure[GPa],temperature[K]
     689.051,    5681.949,      13.017,      11.212,       3.634, 1349,  143, 1406.990178,  171.911423,  356.361585,       0.000
     720.372,    5650.628,      13.007,      11.205,       3.629, 1349,  143, 1404.548601,  171.323477,  355.312185,       0.000
     751.692,    5619.308,      12.997,      11.197,       3.624, 1349,  143, 1401.998464,  170.711066,  354.217440,       0.000
     783.013,    5587.987,      12.987,      11.190,       3.619, 1349,  143, 1399.338564,  170.073845,  353.077518,       0.000
     814.333,    5556.667,      12.976,      11.182,       3.613, 1349,  143, 1396.569237,  169.411881,  351.892596,       0.000
     845.654,    5525.346,      12.964,      11.174,       3.608, 1349,  143, 1393.688334,  168.725810,  350.662858,       0.000
     876.974,    5494.026,      12.952,      11.165,       3.602, 1349,  143, 1390.696125,  168.015972,  349.388493,       0.000
     908.295,    5462.705,      12.940,      11.157,       3.595, 1349,  143, 1387.596504,  167.282767,  348.069701,       0.000
     939.615,    5431.385,      12.928,      11.147,       3.589, 1349,  143, 1384.393680,  166.527130,  346.706684,       0.000
     970.936,    5400.064,      12.914,      11.138,       3.582, 1349,  143, 1380.955816,  165.720781,  345.299656,       0.000
    1002.256,    5368.744,      12.900,      11.128,       3.575, 1349,  143, 1377.503909,  164.912449,  343.848834,       0.000
    1033.577,    5337.423,      12.887,      11.118,       3.569, 1349,  143, 1374.047620,  164.104548,  342.354445,       0.000
    1064.897,    5306.103,      12.873,      11.108,       3.562, 1349,  143, 1370.586135,  163.297002,  340.816719,       0.000
    1096.218,    5274.782,      12.859,      11.098,       3.555, 1349,  143, 1367.117804,  162.489491,  339.235897,       0.000
    1127.539,    5243.461,      12.845,      11.088,       3.548, 1349,  143, 1363.641315,  161.681740,  337.612225,       0.000
    1158.859,    5212.141,      12.832,      11.078,       3.541, 1349,  143, 1360.155518,  160.873471,  335.945955,       0.000
    1190.179,    5180.820,      12.818,      11.068,       3.534, 1349,  143, 1356.659415,  160.064432,  334.237348,       0.000
    1221.500,    5149.500,      12.804,      11.058,       3.527, 1349,  143, 1353.152696,  159.254555,  332.486668,       0.000
    1221.500,    5149.500,      12.381,      10.373,       0.000,57823,    0, 1332.293062,    0.000000,  332.482983,       0.000
    1279.410,    5091.590,      12.348,      10.335,       0.000,57823,    0, 1318.970575,    0.000000,  329.044090,       0.000
    1337.321,    5033.680,      12.314,      10.297,       0.000,57823,    0, 1305.663168,    0.000000,  325.984681,       0.000
    1395.231,    4975.769,      12.280,      10.259,       0.000,57823,    0, 1292.373491,    0.000000,  322.304587,       0.000
    1453.141,    4917.859,      12.246,      10.220,       0.000,57823,    0, 1279.106710,    0.000000,  318.606849,       0.000
    1511.051,    4859.949,      12.212,      10.181,       0.000,57823,    0, 1265.869620,    0.000000,  315.464765,       0.000
    1568.961,    4802.039,      12.177,      10.143,       0.000,57823,    0, 1252.669242,    0.000000,  311.501960,       0.000
    1626.872,    4744.128,      12.142,      10.103,       0.000,57823,    0, 1239.512134,    0.000000,  307.487826,       0.000
    1684.782,    4686.218,      12.108,      10.064,       0.000,57823,    0, 1226.403005,    0.000000,  303.296744,       0.000
    1742.692,    4628.308,      12.073,      10.025,       0.000,57823,    0, 1213.294263,    0.000000,  298.962276,       0.000
    1800.603,    4570.397,      12.034,       9.983,       0.000,57823,    0, 1199.186007,    0.000000,  294.599450,       0.000
    1858.513,    4512.487,      11.993,       9.939,       0.000,57823,    0, 1184.683104,    0.000000,  290.070582,       0.000
    1916.423,    4454.577,      11.951,       9.894,       0.000,57823,    0, 1169.779426,    0.000000,  285.458909,       0.000
    1974.333,    4396.667,      11.906,       9.847,       0.000,57823,    0, 1154.472406,    0.000000,  280.839197,       0.000
    2032.244,    4338.756,      11.860,       9.799,       0.000,57823,    0, 1138.761898,    0.000000,  276.134749,       0.000
    2090.154,    4280.846,      11.812,       9.749,       0.000,57823,    0, 1122.651940,    0.000000,  271.249346,       0.000
    2148.064,    4222.936,      11.763,       9.697,       0.000,57823,    0, 1106.147446,    0.000000,  266.316601,       0.000
    2205.974,    4165.026,      11.711,       9.644,       0.000,57823,    0, 1089.254693,    0.000000,  261.308619,       0.000
    2263.885,    4107.115,      11.657,       9.590,       0.000,57823,    0, 1071.979442,    0.000000,  256.200877,       0.000
    2321.795,    4049.205,      11.601,       9.533,       0.000,57823,    0, 1054.330087,    0.000000,  251.122986,       0.000
    2379.705,    3991.295,      11.544,       9.475,       0.000,57823,    0, 1036.316249,    0.000000,  245.809268,       0.000
    2437.615,    3933.385,      11.484,       9.415,       0.000,57823,    0, 1017.947223,    0.000000,  240.531449,       0.000
    2495.526,    3875.474,      11.423,       9.353,       0.000,57823,    0,  999.232520,    0.000000,  235.177686,       0.000
    2553.436,    3817.564,      11.359,       9.289,       0.000,57823,    0,  980.185574,    0.000000,  229.746001,       0.000
    2611.346,    3759.654,      11.293,       9.224,       0.000,57823,    0,  960.815712,    0.000000,  224.363164,       0.000
    2669.256,    3701.744,      11.225,       9.156,       0.000,57823,    0,  941.125189,    0.000000,  218.735923,       0.000
    2727.167,    3643.833,      11.155,       9.087,       0.000,57823,    0,  921.115139,    0.000000,  213.054441,       0.000
    2785.077,    3585.923,      11.083,       9.016,       0.000,57823,    0,  900.794184,    0.000000,  207.319151,       0.000
    2842.987,    3528.013,      11.008,       8.942,       0.000,57823,    0,  880.182497,    0.000000,  201.529501,       0.000
    2900.897,    3470.103,      10.931,       8.866,       0.000,57823,    0,  859.316584,    0.000000,  195.709616,       0.000
    2958.808,    3412.192,      10.852,       8.789,       0.000,57823,    0,  838.244122,    0.000000,  189.845126,       0.000
    3016.718,    3354.282,      10.769,       8.707,       0.000,57823,    0,  816.334937,    0.000000,  183.939419,       0.000
    3074.628,    3296.372,      10.685,       8.624,       0.000,57823,    0,  794.714670,    0.000000,  177.956250,       0.000
    3132.539,    3238.461,      10.600,       8.542,       0.000,57823,    0,  773.429071,    0.000000,  171.927690,       0.000
    3190.449,    3180.551,      10.516,       8.459,       0.000,57823,    0,  752.474781,    0.000000,  165.880159,       0.000
    3248.359,    3122.641,      10.431,       8.376,       0.000,57823,    0,  731.844385,    0.000000,  159.828394,       0.000
    3306.269,    3064.731,      10.346,       8.293,       0.000,57823,    0,  711.530480,    0.000000,  153.718378,       0.000
    3364.180,    3006.820,      10.261,       8.209,       0.000,57823,    0,  691.525958,    0.000000,  147.571543,       0.000
    3422.090,    2948.910,      10.175,       8.126,       0.000,57823,    0,  671.826951,    0.000000,  141.444273,       0.000
    3480.000,    2891.000,      10.089,       8.041,       0.000,57823,    0,  652.432500,    0.000000,  135.320945,       0.000
    3480.000,    2891.000,       5.559,      13.977,       7.524,57823,48000,  666.356953,  314.745752,  135.317105,    2751.491
    3485.014,    2885.986,       5.557,      13.971,       7.522,57823,47351,  665.388958,  314.381807,  135.019251,    2749.250
    3490.029,    2880.971,       5.554,      13.964,       7.519,57823,46708,  664.420129,  314.018060,  134.718304,    2747.080
    3495.043,    2875.957,       5.552,      13.958,       7.516,57823,46072,  663.450795,  313.654686,  134.402075,    2744.982
    3500.057,    2870.943,       5.549,      13.952,       7.514,57823,45441,  662.480804,  313.291641,  134.100962,    2742.956
    3505.071,    2865.929,       5.547,      13.946,       7.511,57823,44817,  661.510290,  312.928938,  133.804415,    2741.001
    3510.086,    2860.914,       5.544,      13.940,       7.509,57823,44199,  660.539336,  312.566486,  133.505253,    2739.118
    3515.100,    2855.900,       5.542,      13.933,       7.506,57823,43586,  659.568811,  312.204348,  133.210992,    2737.306
    3520.114,    2850.886,       5.539,      13.927,       7.503,57823,42980,  658.596851,  311.842194,  132.900314,    2735.566
    3525.129,    2845.871,       5.537,      13.921,       7.501,57823,42379,  657.604181,  311.480241,  132.608557,    2733.898
    3530.143,    2840.857,       5.534,      13.914,       7.498,57823,41785,  656.606299,  311.118441,  132.302193,    2732.301
    3535.157,    2835.843,       5.531,      13.908,       7.495,57823,41196,  655.604985,  310.756737,  132.004310,    2730.776
    3540.171,    2830.829,       5.529,      13.901,       7.493,57823,40613,  654.602597,  310.395119,  131.708588,    2729.322
    3545.186,    2825.814,       5.526,      13.895,       7.490,57823,40036,  653.601477,  310.033472,  131.414337,    2727.940
    3550.200,    2820.800,       5.524,      13.889,       7.487,57823,39465,  652.604386,  309.671937,  131.108611,    2726.789
    3555.214,    2815.786,       5.521,      13.882,       7.485,57823,38899,  651.612958,  309.310527,  130.817363,    2725.755
    3560.229,    2810.771,       5.519,      13.876,       7.482,57823,38339,  650.628209,  308.949310,  130.521725,    2724.800
    3565.243,    2805.757,       5.516,      13.869,       7.479,57823,37785,  649.651192,  308.588554,  130.226646,    2723.869
    3570.257,    2800.743,       5.514,      13.863,       7.477,57823,37236,  648.681856,  308.228174,  129.929956,    2722.917
    3575.271,    2795.729,       5.511,      13.857,       7.474,57823,36693,  647.719962,  307.867625,  129.636252,    2721.909
    3580.286,    2790.714,       5.509,      13.851,       7.471,57823,36156,  646.765089,  307.505230,  129.341285,    2720.815
    3585.300,    2785.700,       5.506,      13.844,       7.469,57823,35624,  645.817067,  307.138940,  129.048664,    2719.612
    3590.314,    2780.686,       5.504,      13.838,       7.466,57823,35098,  644.873640,  306.767491,  128.753913,    2718.280
    3595.329,    2775.671,       5.501,      13.832,       7.463,57823,34577,  643.931480,  306.390966,  128.464472,    2716.800
    3600.343,    2770.657,       5.499,      13.825,       7.460,57823,34062,  642.987773,  306.010821,  128.172090,    2715.154
    3605.357,    2765.643,       5.496,      13.819,       7.457,57823,33552,  642.045053,  305.622979,  127.879187,    2713.328
    3610.371,    2760.629,       5.494,      13.812,       7.454,57823,33048,  641.097110,  305.232768,  127.582682,    2711.317
    3615.386,    2755.614,       5.491,      13.806,       7.451,57823,32549,  640.145548,  304.837236,  127.283466,    2709.130
    3620.400,    2750.600,       5.488,      13.799,       7.448,57823,32055,  639.189446,  304.436395,  126.990026,    2706.789
    3625.414,    2745.586,       5.486,      13.793,       7.445,57823,31567,  638.226356,  304.031075,  126.698770,    2704.318
    3630.429,    2740.571,       5.483,      13.786,       7.441,57823,31084,  637.253364,  303.623277,  126.405139,    2701.650
    3635.443,    2735.557,       5.481,      13.779,       7.438,57823,30606,  636.268962,  303.215637,  126.114037,    2698.851
    3640.457,    2730.543,       5.478,      13.772,       7.435,57823,30133,  635.272947,  302.809912,  125.826850,    2695.880
    3645.471,    2725.529,       5.475,      13.765,       7.432,57823,29666,  634.265319,  302.407749,  125.536214,    2692.659
    3650.486,    2720.514,       5.473,      13.758,       7.429,57823,29204,  633.247593,  302.007995,  125.243434,    2689.223
    3655.500,    2715.500,       5.470,      13.751,       7.426,57823,28747,  632.223181,  301.609937,  124.956497,    2685.552
    3660.514,    2710.486,       5.467,      13.744,       7.423,57823,28295,  631.196043,  301.211824,  124.663269,    2682.457
    3665.529,    2705.471,       5.464,      13.738,       7.420,57823,27848,  630.168371,  300.813981,  124.374274,    2679.361
    3670.543,    2700.457,       5.462,      13.731,       7.416,57823,27406,  629.142978,  300.416376,  124.086417,    2676.274
    3675.557,    2695.443,       5.459,      13.724,       7.413,57823,26969,  628.138611,  300.026231,  123.785885,    2673.212
    3680.571,    2690.429,       5.457,      13.719,       7.410,57823,26538,  627.466688,  299.645126,  123.500838,    2670.163
    3685.586,    2685.414,       5.455,      13.719,       7.407,57823,26111,  627.568305,  299.274777,  123.213119,    2667.121
    3690.600,    2680.400,       5.453,      13.717,       7.404,57823,25689,  627.413274,  298.909698,  122.925286,    2664.092
    3695.614,    2675.386,       5.451,      13.714,       7.401,57823,25272,  627.093835,  298.549882,  122.637886,    2661.059
    3700.629,    2670.371,       5.449,      13.710,       7.397,57823,24860,  626.741748,  298.174137,  122.350453,    2658.037
    3705.643,    2665.357,       5.447,      13.707,       7.394,57823,24453,  626.340202,  297.755053,  122.063495,    2655.044
    3710.657,    2660.343,       5.443,      13.703,       7.390,57823,24051,  625.689242,  297.251177,  121.777184,    2652.088
    3715.671,    2655.329,       5.437,      13.700,       7.386,57823,23653,  625.117901,  296.571169,  121.491267,    2649.182
    3720.686,    2650.314,       5.430,      13.701,       7.378,57823,23260,  625.080438,  295.614432,  121.209323,    2646.339
    3725.700,    2645.300,       5.422,      13.701,       7.367,57823,22872,  625.327254,  294.290396,  120.924934,    2643.569
    3730.714,    2640.286,       5.413,      13.701,       7.352,57823,22489,  625.912892,  292.606136,  120.640350,    2641.435
    3735.729,    2635.271,       5.404,      13.700,       7.334,57823,22110,  626.750594,  290.685353,  120.348514,    2639.215
    3740.743,    2630.257,       5.395,      13.700,       7.315,57823,21736,  627.697244,  288.657120,  120.072777,    2636.971
    3745.757,    2625.243,       5.386,      13.700,       7.295,57823,21366,  628.669630,  286.642546,  119.784071,    2634.693
    3750.771,    2620.229,       5.378,      13.700,       7.276,57823,21002,  629.848518,  284.724026,  119.501395,    2632.340
    3755.786,    2615.214,       5.374,      13.700,       7.256,57823,20641,  631.333682,  282.970297,  119.223398,    2629.919
    3760.800,    2610.200,       5.370,      13.699,       7.238,57823,20285,  632.623203,  281.294478,  118.934869,    2627.384
    3765.814,    2605.186,       5.366,      13.697,       7.221,57823,19934,  633.627823,  279.787209,  118.653895,    2624.785
    3770.829,    2600.171,       5.361,      13.696,       7.209,57823,19587,  634.203509,  278.562528,  118.373595,    2621.867
    3775.843,    2595.157,       5.356,      13.695,       7.200,57823,19245,  634.381381,  277.663109,  118.092851,    2618.730
    3780.857,    2590.143,       5.354,      13.694,       7.194,57823,18907,  634.514836,  277.106044,  117.813918,    2615.582
    3785.871,    2585.129,       5.352,      13.692,       7.190,57823,18573,  634.469049,  276.666481,  117.535838,    2612.493
    3790.886,    2580.114,       5.350,      13.689,       7.186,57823,18244,  634.075591,  276.249141,  117.256941,    2609.510
    3795.900,    2575.100,       5.347,      13.679,       7.182,57823,17919,  632.750368,  275.851735,  116.977115,    2606.639
    3800.914,    2570.086,       5.345,      13.674,       7.179,57823,17598,  632.133507,  275.471759,  116.698189,    2603.880
    3805.929,    2565.071,       5.343,      13.670,       7.176,57823,17282,  631.544522,  275.108706,  116.418932,    2601.232
    3810.943,    2560.057,       5.340,      13.665,       7.173,57823,16970,  630.846154,  274.761867,  116.135833,    2598.693
    3815.957,    2555.043,       5.338,      13.660,       7.170,57823,16661,  630.214323,  274.429764,  115.858567,    2596.275
    3820.971,    2550.029,       5.336,      13.656,       7.168,57823,16358,  629.597556,  274.112716,  115.580295,    2593.984
    3825.986,    2545.014,       5.333,      13.651,       7.165,57823,16058,  628.831598,  273.805707,  115.304844,    2591.819
    3831.000,    2540.000,       5.331,      13.647,       7.163,57823,15762,  628.131958,  273.502072,  115.022743,    2589.783
    3841.005,    2529.995,       5.326,      13.635,       7.158,57823,15185,  626.385273,  272.894422,  114.471488,    2585.684
    3851.010,    2519.990,       5.322,      13.623,       7.153,57823,14623,  624.581796,  272.287276,  113.918465,    2581.927
    3861.014,    2509.986,       5.317,      13.611,       7.148,57823,14077,  622.778221,  271.682903,  113.363958,    2578.505
    3871.019,    2499.981,       5.312,      13.599,       7.143,57823,13547,  620.979590,  271.079357,  112.816036,    2575.394
    3881.024,    2489.976,       5.308,      13.587,       7.139,57823,13031,  619.126585,  270.523578,  112.269805,    2572.566
    3891.029,    2479.971,       5.303,      13.575,       7.135,57823,12531,  617.257336,  269.987834,  111.723176,    2569.992
    3901.033,    2469.967,       5.298,      13.563,       7.132,57823,12046,  615.371032,  269.471895,  111.175473,    2567.157
    3911.038,    2459.962,       5.294,      13.551,       7.128,57823,11575,  613.523768,  268.928384,  110.633720,    2564.362
    3921.043,    2449.957,       5.289,      13.539,       7.123,57823,11119,  611.680267,  268.384201,  110.088965,    2561.561
    3931.048,    2439.952,       5.284,      13.527,       7.119,57823,10677,  609.839911,  267.839887,  109.560153,    2558.752
    3941.052,    2429.948,       5.280,      13.515,       7.115,57823,10248,  608.000428,  267.293210,  109.019152,    2555.959
    3951.057,    2419.943,       5.275,      13.503,       7.111,57823, 9833,  606.162204,  266.746166,  108.478426,    2553.166
    3961.062,    2409.938,       5.270,      13.491,       7.107,57823, 9432,  604.324438,  266.198657,  107.939250,    2550.376
    3971.067,    2399.933,       5.265,      13.479,       7.103,57823, 9044,  602.485991,  265.650495,  107.392666,    2547.599
    3981.072,    2389.928,       5.261,      13.467,       7.099,57823, 8668,  600.646363,  265.101627,  106.853789,    2544.824
    3991.076,    2379.924,       5.256,      13.455,       7.095,57823, 8306,  598.806410,  264.552536,  106.316834,    2542.056
    4001.081,    2369.919,       5.251,      13.443,       7.091,57823, 7956,  596.966484,  264.003584,  105.780566,    2539.293
    4011.086,    2359.914,       5.246,      13.431,       7.087,57823, 7618,  595.126997,  263.455151,  105.230425,    2536.533
    4021.091,    2349.909,       5.241,      13.419,       7.082,57823, 7292,  593.287944,  262.907542,  104.694774,    2533.777
    4031.095,    2339.905,       5.236,      13.407,       7.078,57823, 6977,  591.449563,  262.361102,  104.159199,    2531.024
    4041.100,    2329.900,       5.232,      13.395,       7.074,57823, 6675,  589.611658,  261.815922,  103.628507,    2528.271
    4051.105,    2319.895,       5.227,      13.383,       7.070,57823, 6383,  587.774541,  261.272121,  103.094124,    2525.519
    4061.110,    2309.890,       5.222,      13.371,       7.066,57823, 6103,  585.938145,  260.729553,  102.567116,    2522.766
    4071.115,    2299.885,       5.217,      13.359,       7.062,57823, 5833,  584.102218,  260.187798,  102.036112,    2520.012
    4081.119,    2289.881,       5.212,      13.347,       7.058,57823, 5574,  582.266543,  259.646253,  101.504062,    2517.254
    4091.124,    2279.876,       5.207,      13.334,       7.054,57823, 5325,  580.430219,  259.104086,  100.976588,    2514.494
    4101.129,    2269.871,       5.203,      13.322,       7.050,57823, 5086,  578.593100,  258.560716,  100.451107,    2511.728
    4111.134,    2259.866,       5.198,      13.310,       7.046,57823, 4858,  576.755492,  258.015676,   99.924087,    2508.959
    4121.139,    2249.861,       5.193,      13.297,       7.041,57823, 4638,  574.918208,  257.468667,   99.400051,    2506.187
    4131.143,    2239.857,       5.188,      13.285,       7.037,57823, 4428,  573.081725,  256.919278,   98.873301,    2503.413
    4141.148,    2229.852,       5.183,      13.272,       7.033,57823, 4228,  571.243030,  256.365727,   98.347507,    2500.635
    4151.153,    2219.847,       5.178,      13.260,       7.029,57823, 4036,  569.400254,  255.806926,   97.833001,    2497.856
    4161.158,    2209.842,       5.173,      13.247,       7.024,57823, 3853,  567.558510,  255.245478,   97.307480,    2495.074
    4171.162,    2199.838,       5.168,      13.235,       7.020,57823, 3678,  565.720715,  254.683330,   96.783471,    2492.289
    4181.167,    2189.833,       5.163,      13.222,       7.015,57823, 3512,  563.886567,  254.120856,   96.262839,    2489.501
    4191.172,    2179.828,       5.158,      13.210,       7.011,57823, 3353,  562.056751,  253.558400,   95.727393,    2486.710
    4201.177,    2169.823,       5.153,      13.197,       7.007,57823, 3202,  560.231926,  252.996195,   95.208216,    2483.915
    4211.181,    2159.819,       5.148,      13.185,       7.002,57823, 3059,  558.411394,  252.433932,   94.687824,    2481.116
    4221.186,    2149.814,       5.143,      13.172,       6.998,57823, 2923,  556.591575,  251.870293,   94.168441,    2478.312
    4231.191,    2139.809,       5.138,      13.160,       6.994,57823, 2794,  554.773239,  251.306298,   93.645501,    2475.504
    4241.196,    2129.804,       5.133,      13.147,       6.989,57823, 2671,  552.957431,  250.743492,   93.130814,    2472.691
    4251.201,    2119.799,       5.128,      13.135,       6.985,57823, 2555,  551.141905,  250.181614,   92.617511,    2469.872
    4261.205,    2109.795,       5.123,      13.122,       6.980,57823, 2446,  549.325418,  249.620153,   92.096116,    2467.049
    4271.210,    2099.790,       5.118,      13.109,       6.976,57823, 2343,  547.507335,  249.058734,   91.584277,    2464.220
    4281.215,    2089.785,       5.113,      13.096,       6.971,57823, 2245,  545.688402,  248.497571,   91.068096,    2461.386
    4291.220,    2079.780,       5.108,      13.084,       6.967,57823, 2153,  543.870419,  247.937114,   90.554662,    2458.547
    4301.224,    2069.776,       5.103,      13.071,       6.962,57823, 2066,  542.055713,  247.377764,   90.042668,    2455.703
    4311.229,    2059.771,       5.099,      13.058,       6.958,57823, 1985,  540.244770,  246.819358,   89.527906,    2452.853
    4321.234,    2049.766,       5.094,      13.045,       6.953,57823, 1908,  538.437781,  246.261708,   89.016088,    2449.998
    4331.239,    2039.761,       5.089,      13.032,       6.949,57823, 1836,  536.635435,  245.704685,   88.505140,    2447.139
    4341.243,    2029.757,       5.084,      13.019,       6.944,57823, 1769,  534.838853,  245.148302,   87.998357,    2444.275
    4351.248,    2019.752,       5.079,      13.006,       6.940,57823, 1705,  533.047715,  244.592254,   87.489169,    2441.405
    4361.253,    2009.747,       5.074,      12.994,       6.935,57823, 1646,  531.261830,  244.036028,   86.979651,    2438.530
    4371.258,    1999.742,       5.069,      12.981,       6.931,57823, 1590,  529.481216,  243.478788,   86.468737,    2435.650
    4381.263,    1989.737,       5.064,      12.968,       6.926,57823, 1538,  527.705482,  242.919902,   85.960576,    2432.765
    4391.267,    1979.733,       5.059,      12.955,       6.921,57823, 1489,  525.933410,  242.359229,   85.447409,    2429.873
    4401.272,    1969.728,       5.054,      12.942,       6.917,57823, 1443,  524.163627,  241.796657,   84.940429,    2426.975
    4411.277,    1959.723,       5.049,      12.929,       6.912,57823, 1400,  522.396318,  241.232407,   84.473266,    2424.071
    4421.282,    1949.718,       5.044,      12.917,       6.908,57823, 1359,  520.631026,  240.667258,   83.968828,    2421.160
    4431.287,    1939.713,       5.039,      12.904,       6.903,57823, 1321,  518.866276,  240.102692,   83.464611,    2418.241
    4441.291,    1929.709,       5.034,      12.891,       6.898,57823, 1284,  517.101357,  239.540076,   82.941885,    2415.315
    4451.296,    1919.704,       5.029,      12.878,       6.894,57823, 1250,  515.336174,  238.979963,   82.461560,    2412.381
    4461.301,    1909.699,       5.024,      12.865,       6.889,57823, 1217,  513.570878,  238.422895,   81.936792,    2409.438
    4471.306,    1899.694,       5.019,      12.852,       6.884,57823, 1185,  511.804737,  237.869292,   81.438078,    2406.486
    4481.310,    1889.690,       5.014,      12.839,       6.880,57823, 1154,  510.037511,  237.319044,   80.937978,    2403.526
    4491.315,    1879.685,       5.009,      12.826,       6.875,57823, 1125,  508.269242,  236.771087,   80.437119,    2400.556
    4501.320,    1869.680,       5.004,      12.813,       6.871,57823, 1096,  506.500536,  236.224338,   79.937422,    2397.576
    4511.325,    1859.675,       4.999,      12.799,       6.866,57823, 1068,  504.731537,  235.677760,   79.437424,    2394.587
    4521.329,    1849.671,       4.994,      12.786,       6.862,57823, 1041,  502.962774,  235.130214,   78.938112,    2391.587
    4531.334,    1839.666,       4.989,      12.773,       6.857,57823, 1015,  501.194077,  234.580600,   78.438422,    2388.578
    4541.339,    1829.661,       4.984,      12.760,       6.852,57823,  990,  499.425419,  234.028367,   77.940259,    2385.558
    4551.344,    1819.656,       4.979,      12.747,       6.848,57823,  965,  497.656925,  233.472911,   77.442165,    2382.528
    4561.349,    1809.651,       4.974,      12.733,       6.843,57823,  941,  495.889595,  232.913529,   76.946075,    2379.488
    4571.353,    1799.647,       4.969,      12.720,       6.838,57823,  918,  494.124820,  232.349938,   76.450071,    2376.439
    4581.358,    1789.642,       4.964,      12.706,       6.833,57823,  896,  492.362399,  231.782648,   75.955112,    2373.380
    4591.363,    1779.637,       4.959,      12.693,       6.828,57823,  874,  490.601702,  231.213038,   75.459851,    2370.312
    4601.368,    1769.632,       4.954,      12.679,       6.824,57823,  853,  488.842189,  230.642196,   74.965424,    2367.235
    4611.373,    1759.627,       4.949,      12.666,       6.819,57823,  833,  487.084138,  230.070421,   74.480925,    2364.149
    4621.377,    1749.623,       4.943,      12.652,       6.814,57823,  813,  485.328944,  229.497162,   73.988182,    2361.056
    4631.382,    1739.618,       4.938,      12.639,       6.809,57823,  794,  483.578349,  228.920937,   73.498831,    2357.954
    4641.387,    1729.613,       4.933,      12.625,       6.803,57823,  776,  481.834186,  228.340552,   73.007539,    2354.844
    4651.392,    1719.608,       4.928,      12.611,       6.798,57823,  758,  480.095883,  227.755903,   72.517444,    2351.727
    4661.396,    1709.604,       4.923,      12.597,       6.793,57823,  741,  478.361316,  227.167722,   72.027528,    2348.603
    4671.401,    1699.599,       4.918,      12.584,       6.788,57823,  724,  476.627721,  226.576605,   71.537647,    2345.472
    4681.406,    1689.594,       4.913,      12.570,       6.782,57823,  708,  474.893383,  225.983257,   71.049772,    2342.333
    4691.411,    1679.589,       4.907,      12.556,       6.777,57823,  693,  473.157167,  225.388238,   70.560516,    2339.188
    4701.415,    1669.585,       4.902,      12.542,       6.772,57823,  678,  471.418951,  224.791863,   70.072129,    2336.037
    4711.420,    1659.580,       4.897,      12.528,       6.766,57823,  663,  469.678234,  224.194136,   69.584261,    2332.879
    4721.425,    1649.575,       4.892,      12.514,       6.761,57823,  649,  467.933605,  223.595889,   69.096270,    2329.715
    4731.430,    1639.570,       4.887,      12.500,       6.755,57823,  636,  466.180225,  222.998629,   68.610203,    2326.545
    4741.435,    1629.565,       4.881,      12.485,       6.750,57823,  622,  464.407065,  222.403499,   68.124025,    2323.369
