radius[km],depth[km],density[g/cm**3],vp[km/s],vs[km/s],qkappa,qmu,K[GPa],mu[GPa],pressure[GPa],temperature[K]
    3550.200,    2820.800,       5.511,      13.786,       7.429,57823, 9973,  641.750978,  304.135869,  131.062794,    2590.571
    3555.214,    2815.786,       5.508,      13.780,       7.427,57823, 9838,  640.811627,  303.789138,  130.767115,    2589.076
    3560.229,    2810.771,       5.506,      13.774,       7.424,57823, 9705,  639.870461,  303.442575,  130.437175,    2587.591
    3565.243,    2805.757,       5.503,      13.767,       7.421,57823, 9572,  638.930515,  303.095110,  130.142705,    2586.112
    3570.257,    2800.743,       5.500,      13.761,       7.419,57823, 9441,  638.000393,  302.741177,  129.846201,    2584.629
    3575.271,    2795.729,       5.498,      13.755,       7.416,57823, 9312,  637.091672,  302.373108,  129.550932,    2583.131
    3580.286,    2790.714,       5.495,      13.749,       7.413,57823, 9183,  636.199999,  301.994683,  129.255801,    2581.606
    3585.300,    2785.700,       5.493,      13.743,       7.410,57823, 9056,  635.315884,  301.613633,  128.961122,    2580.040
    3590.314,    2780.686,       5.490,      13.737,       7.407,57823, 8930,  634.433793,  301.231397,  128.667497,    2578.419
    3595.329,    2775.671,       5.488,      13.731,       7.404,57823, 8805,  633.543207,  300.846806,  128.375103,    2576.724
    3600.343,    2770.657,       5.485,      13.725,       7.401,57823, 8682,  632.633624,  300.459360,  128.075624,    2575.238
    3605.357,    2765.643,       5.483,      13.718,       7.398,57823, 8560,  631.712470,  300.065827,  127.782420,    2573.477
    3610.371,    2760.629,       5.480,      13.712,       7.395,57823, 8439,  630.775794,  299.671883,  127.491863,    2571.463
    3615.386,    2755.614,       5.478,      13.705,       7.392,57823, 8319,  629.824558,  299.278223,  127.210029,    2569.219
    3620.400,    2750.600,       5.475,      13.698,       7.388,57823, 8200,  628.855523,  298.887866,  126.916730,    2566.772
    3625.414,    2745.586,       5.473,      13.691,       7.385,57823, 8083,  627.871106,  298.502275,  126.632125,    2564.148
    3630.429,    2740.571,       5.470,      13.684,       7.382,57823, 7967,  626.876354,  298.120938,  126.335871,    2561.387
    3635.443,    2735.557,       5.468,      13.677,       7.379,57823, 7852,  625.873948,  297.743225,  126.047757,    2558.501
    3640.457,    2730.543,       5.465,      13.670,       7.376,57823, 7738,  624.868813,  297.370081,  125.754911,    2555.507
    3645.471,    2725.529,       5.463,      13.664,       7.374,57823, 7625,  623.867200,  297.012095,  125.474664,    2552.433
    3650.486,    2720.514,       5.461,      13.657,       7.371,57823, 7514,  622.887290,  296.663806,  125.185755,    2549.266
    3655.500,    2715.500,       5.458,      13.650,       7.368,57823, 7403,  621.932834,  296.322941,  124.890236,    2546.019
    3660.514,    2710.486,       5.456,      13.644,       7.365,57823, 7294,  621.011825,  295.977930,  124.600892,    2542.713
    3665.529,    2705.471,       5.454,      13.638,       7.363,57823, 7186,  620.117157,  295.633117,  124.312047,    2539.358
    3670.543,    2700.457,       5.451,      13.631,       7.360,57823, 7079,  619.252662,  295.288557,  124.022700,    2535.978
    3675.557,    2695.443,       5.449,      13.625,       7.357,57823, 6974,  618.412130,  294.943299,  123.735307,    2532.595
    3680.571,    2690.429,       5.447,      13.620,       7.354,57823, 6869,  617.589946,  294.596296,  123.442278,    2529.232
    3685.586,    2685.414,       5.445,      13.614,       7.351,57823, 6766,  616.785537,  294.246510,  123.154359,    2525.909
    3690.600,    2680.400,       5.443,      13.610,       7.348,57823, 6663,  616.260863,  293.893860,  122.868172,    2522.645
    3695.614,    2675.386,       5.441,      13.610,       7.345,57823, 6562,  616.376359,  293.538166,  122.580167,    2519.461
    3700.629,    2670.371,       5.439,      13.609,       7.342,57823, 6462,  616.352258,  293.179212,  122.293174,    2516.370
    3705.643,    2665.357,       5.436,      13.607,       7.339,57823, 6363,  616.147855,  292.797368,  122.006719,    2513.378
    3710.657,    2660.343,       5.433,      13.605,       7.336,57823, 6265,  615.844964,  292.369902,  121.722270,    2510.502
    3715.671,    2655.329,       5.428,      13.603,       7.330,57823, 6168,  615.610269,  291.701095,  121.431746,    2507.747
    3720.686,    2650.314,       5.422,      13.602,       7.322,57823, 6073,  615.520469,  290.735639,  121.146215,    2505.103
    3725.700,    2645.300,       5.415,      13.600,       7.311,57823, 5978,  615.630933,  289.452755,  120.851969,    2502.588
    3730.714,    2640.286,       5.406,      13.600,       7.299,57823, 5884,  615.902887,  287.992280,  120.567639,    2500.203
    3735.729,    2635.271,       5.398,      13.599,       7.282,57823, 5792,  616.466530,  286.266158,  120.283709,    2497.497
    3740.743,    2630.257,       5.389,      13.598,       7.264,57823, 5700,  617.299427,  284.329063,  119.999531,    2494.855
    3745.757,    2625.243,       5.380,      13.597,       7.243,57823, 5610,  618.312073,  282.244754,  119.716204,    2492.282
    3750.771,    2620.229,       5.372,      13.595,       7.222,57823, 5521,  619.313784,  280.201651,  119.444814,    2489.757
    3755.786,    2615.214,       5.364,      13.594,       7.202,57823, 5432,  620.375747,  278.219240,  119.162536,    2487.307
    3760.800,    2610.200,       5.358,      13.593,       7.183,57823, 5345,  621.388511,  276.485325,  118.880223,    2484.596
    3765.814,    2605.186,       5.353,      13.592,       7.168,57823, 5259,  622.234878,  275.050165,  118.599292,    2482.001
    3770.829,    2600.171,       5.350,      13.590,       7.156,57823, 5174,  622.881611,  273.933132,  118.319998,    2479.476
    3775.843,    2595.157,       5.347,      13.589,       7.145,57823, 5089,  623.408768,  273.000275,  118.039550,    2477.081
    3780.857,    2590.143,       5.345,      13.587,       7.138,57823, 5006,  623.631102,  272.338142,  117.758433,    2474.814
    3785.871,    2585.129,       5.343,      13.585,       7.134,57823, 4924,  623.510343,  271.896971,  117.477896,    2472.679
    3790.886,    2580.114,       5.340,      13.581,       7.132,57823, 4843,  622.818338,  271.616882,  117.197350,    2470.655
    3795.900,    2575.100,       5.338,      13.576,       7.130,57823, 4763,  622.042650,  271.334340,  116.918432,    2468.721
    3800.914,    2570.086,       5.335,      13.573,       7.128,57823, 4683,  621.513087,  271.051264,  116.637521,    2466.874
    3805.929,    2565.071,       5.333,      13.569,       7.126,57823, 4605,  620.922554,  270.768952,  116.358839,    2465.107
    3810.943,    2560.057,       5.330,      13.565,       7.123,57823, 4528,  620.272984,  270.488617,  116.081102,    2463.416
    3815.957,    2555.043,       5.328,      13.562,       7.121,57823, 4451,  619.678131,  270.210427,  115.803031,    2461.797
    3820.971,    2550.029,       5.326,      13.559,       7.119,57823, 4376,  619.158620,  269.934303,  115.521561,    2460.244
    3825.986,    2545.014,       5.323,      13.554,       7.117,57823, 4302,  618.430635,  269.659663,  115.245103,    2458.750
    3831.000,    2540.000,       5.321,      13.550,       7.115,57823, 4228,  617.736889,  269.386837,  114.966189,    2457.302
    3841.005,    2529.995,       5.316,      13.539,       7.111,57823, 4084,  615.920192,  268.845766,  114.411833,    2454.347
    3851.010,    2519.990,       5.311,      13.527,       7.108,57823, 3944,  614.059482,  268.306946,  113.858954,    2451.536
    3861.014,    2509.986,       5.306,      13.515,       7.104,57823, 3808,  612.200441,  267.769615,  113.306788,    2448.832
    3871.019,    2499.981,       5.302,      13.503,       7.100,57823, 3675,  610.343156,  267.232925,  112.757939,    2446.195
    3881.024,    2489.976,       5.297,      13.491,       7.096,57823, 3546,  608.488783,  266.696653,  112.204765,    2443.603
    3891.029,    2479.971,       5.292,      13.479,       7.092,57823, 3420,  606.634694,  266.159810,  111.657551,    2441.024
    3901.033,    2469.967,       5.287,      13.467,       7.088,57823, 3297,  604.781499,  265.622205,  111.111050,    2438.432
    3911.038,    2459.962,       5.282,      13.455,       7.084,57823, 3178,  602.931590,  265.083472,  110.568294,    2435.824
    3921.043,    2449.957,       5.278,      13.444,       7.080,57823, 3063,  601.082543,  264.544154,  110.015564,    2433.172
    3931.048,    2439.952,       5.273,      13.432,       7.076,57823, 2950,  599.233903,  264.004757,  109.471237,    2430.455
    3941.052,    2429.948,       5.269,      13.419,       7.072,57823, 2841,  597.454965,  263.493559,  108.927460,    2427.674
    3951.057,    2419.943,       5.264,      13.407,       7.068,57823, 2735,  595.613018,  262.954017,  108.381453,    2424.776
    3961.062,    2409.938,       5.259,      13.395,       7.064,57823, 2632,  593.768770,  262.412444,  107.843303,    2422.107
    3971.067,    2399.933,       5.254,      13.383,       7.060,57823, 2532,  591.923468,  261.869178,  107.303130,    2419.454
    3981.072,    2389.928,       5.249,      13.371,       7.056,57823, 2436,  590.014814,  261.296226,  106.768173,    2416.800
    3991.076,    2379.924,       5.244,      13.359,       7.052,57823, 2342,  588.181701,  260.754507,  106.218933,    2414.145
    4001.081,    2369.919,       5.239,      13.347,       7.048,57823, 2251,  586.355702,  260.213293,  105.678684,    2411.487
    4011.086,    2359.914,       5.234,      13.335,       7.043,57823, 2163,  584.538170,  259.672855,  105.142036,    2408.827
    4021.091,    2349.909,       5.229,      13.323,       7.039,57823, 2078,  582.729540,  259.133312,  104.612072,    2406.165
    4031.095,    2339.905,       5.225,      13.311,       7.035,57823, 1995,  580.929752,  258.594686,  104.078153,    2403.501
    4041.100,    2329.900,       5.220,      13.299,       7.031,57823, 1916,  579.137625,  258.056662,  103.546261,    2400.834
    4051.105,    2319.895,       5.215,      13.287,       7.027,57823, 1839,  577.352042,  257.518929,  103.013797,    2398.164
    4061.110,    2309.890,       5.210,      13.275,       7.023,57823, 1765,  575.571482,  256.980936,  102.482668,    2395.490
    4071.115,    2299.885,       5.205,      13.263,       7.019,57823, 1693,  573.794538,  256.441889,  101.950020,    2392.813
    4081.119,    2289.881,       5.201,      13.251,       7.015,57823, 1624,  572.020371,  255.900784,  101.418111,    2390.132
    4091.124,    2279.876,       5.196,      13.239,       7.011,57823, 1557,  570.248010,  255.356398,  100.888297,    2387.446
    4101.129,    2269.871,       5.191,      13.227,       7.006,57823, 1493,  568.477182,  254.808005,  100.358501,    2384.757
    4111.134,    2259.866,       5.186,      13.215,       7.002,57823, 1431,  566.707410,  254.255433,   99.828949,    2382.064
    4121.139,    2249.861,       5.181,      13.203,       6.997,57823, 1371,  564.938442,  253.698923,   99.297397,    2379.367
    4131.143,    2239.857,       5.176,      13.191,       6.993,57823, 1314,  563.170776,  253.138869,   98.770096,    2376.667
    4141.148,    2229.852,       5.172,      13.179,       6.988,57823, 1259,  561.404835,  252.575576,   98.243935,    2373.961
    4151.153,    2219.847,       5.167,      13.166,       6.984,57823, 1206,  559.641470,  252.009737,   97.718114,    2371.252
    4161.158,    2209.842,       5.162,      13.154,       6.979,57823, 1155,  557.880734,  251.442148,   97.192107,    2368.537
    4171.162,    2199.838,       5.157,      13.141,       6.975,57823, 1106,  556.121918,  250.873658,   96.684168,    2365.817
    4181.167,    2189.833,       5.152,      13.129,       6.970,57823, 1059,  554.363180,  250.304992,   96.143806,    2363.092
    4191.172,    2179.828,       5.147,      13.117,       6.965,57823, 1015,  552.603396,  249.737212,   95.621170,    2360.360
    4201.177,    2169.823,       5.143,      13.104,       6.961,57823,  972,  550.841323,  249.171450,   95.109988,    2357.623
    4211.181,    2159.819,       5.138,      13.092,       6.956,57823,  931,  549.074980,  248.609240,   94.588792,    2354.881
    4221.186,    2149.814,       5.133,      13.079,       6.952,57823,  892,  547.300458,  248.052565,   94.067407,    2352.132
    4231.191,    2139.809,       5.128,      13.067,       6.947,57823,  855,  545.514144,  247.503092,   93.547436,    2349.377
    4241.196,    2129.804,       5.123,      13.054,       6.943,57823,  819,  543.712785,  246.960465,   93.028745,    2346.617
    4251.201,    2119.799,       5.118,      13.041,       6.939,57823,  785,  541.891935,  246.423396,   92.512267,    2343.852
    4261.205,    2109.795,       5.113,      13.028,       6.935,57823,  753,  540.048118,  245.891255,   91.995216,    2341.082
    4271.210,    2099.790,       5.108,      13.015,       6.931,57823,  722,  538.181309,  245.364111,   91.479761,    2338.307
    4281.215,    2089.785,       5.103,      13.002,       6.927,57823,  693,  536.294996,  244.841761,   90.993933,    2335.527
    4291.220,    2079.780,       5.098,      12.989,       6.923,57823,  665,  534.394562,  244.321314,   90.479132,    2332.744
    4301.224,    2069.776,       5.093,      12.975,       6.918,57823,  639,  532.484767,  243.799701,   89.965139,    2329.958
    4311.229,    2059.771,       5.089,      12.962,       6.914,57823,  614,  530.567363,  243.276667,   89.453307,    2327.168
    4321.234,    2049.766,       5.084,      12.948,       6.910,57823,  590,  528.646446,  242.752232,   88.950324,    2324.376
    4331.239,    2039.761,       5.079,      12.935,       6.906,57823,  568,  526.727596,  242.225597,   88.430111,    2321.581
    4341.243,    2029.757,       5.074,      12.921,       6.902,57823,  547,  524.817361,  241.696419,   87.919398,    2318.784
    4351.248,    2019.752,       5.069,      12.907,       6.898,57823,  527,  522.922481,  241.164142,   87.414601,    2315.984
    4361.253,    2009.747,       5.064,      12.894,       6.893,57823,  508,  521.049544,  240.626892,   86.905003,    2313.182
    4371.258,    1999.742,       5.059,      12.880,       6.889,57823,  490,  519.203117,  240.081647,   86.396285,    2310.378
    4381.263,    1989.737,       5.054,      12.867,       6.884,57823,  474,  517.383285,  239.528364,   85.887569,    2307.572
    4391.267,    1979.733,       5.049,      12.854,       6.880,57823,  458,  515.586999,  238.970131,   85.380623,    2304.765
    4401.272,    1969.728,       5.044,      12.841,       6.875,57823,  443,  513.810331,  238.409163,   84.873348,    2301.954
    4411.277,    1959.723,       5.039,      12.828,       6.870,57823,  429,  512.048416,  237.846717,   84.369870,    2299.142
    4421.282,    1949.718,       5.034,      12.815,       6.866,57823,  416,  510.295870,  237.283355,   83.864884,    2296.327
    4431.287,    1939.713,       5.029,      12.802,       6.861,57823,  403,  508.549316,  236.719121,   83.357974,    2293.511
    4441.291,    1929.709,       5.024,      12.789,       6.856,57823,  392,  506.807526,  236.153946,   82.853276,    2290.692
    4451.296,    1919.704,       5.019,      12.776,       6.851,57823,  381,  505.069595,  235.587773,   82.352574,    2287.870
    4461.301,    1909.699,       5.014,      12.762,       6.846,57823,  370,  503.312817,  235.021009,   81.846681,    2285.047
    4471.306,    1899.694,       5.009,      12.748,       6.842,57823,  360,  501.411939,  234.454175,   81.347837,    2282.221
    4481.310,    1889.690,       5.004,      12.733,       6.837,57823,  351,  499.419008,  233.887769,   80.845505,    2279.393
    4491.315,    1879.685,       4.999,      12.718,       6.832,57823,  342,  497.470988,  233.321945,   80.345056,    2276.563
    4501.320,    1869.680,       4.994,      12.704,       6.827,57823,  334,  495.545415,  232.756959,   79.844201,    2273.731
    4511.325,    1859.675,       4.989,      12.689,       6.822,57823,  326,  493.618851,  232.193105,   79.343848,    2270.896
    4521.329,    1849.671,       4.984,      12.674,       6.818,57823,  318,  491.683456,  231.630816,   78.845201,    2268.061
    4531.334,    1839.666,       4.978,      12.659,       6.813,57823,  311,  489.735572,  231.070182,   78.342985,    2265.223
    4541.339,    1829.661,       4.973,      12.644,       6.808,57823,  305,  487.731340,  230.511384,   77.846456,    2262.383
    4551.344,    1819.656,       4.968,      12.629,       6.803,57823,  298,  485.787638,  229.954759,   77.368801,    2259.542
    4561.349,    1809.651,       4.963,      12.616,       6.799,57823,  292,  484.110108,  229.400276,   76.871366,    2256.698
    4571.353,    1799.647,       4.958,      12.603,       6.794,57823,  287,  482.385110,  228.846265,   76.374991,    2253.852
    4581.358,    1789.642,       4.953,      12.590,       6.789,57823,  282,  480.652473,  228.290018,   75.879556,    2251.004
    4591.363,    1779.637,       4.948,      12.576,       6.784,57823,  277,  478.911370,  227.730952,   75.389003,    2248.153
    4601.368,    1769.632,       4.943,      12.562,       6.779,57823,  272,  477.151974,  227.169835,   74.897454,    2245.299
    4611.373,    1759.627,       4.938,      12.548,       6.774,57823,  268,  475.339553,  226.606962,   74.402768,    2242.443
    4621.377,    1749.623,       4.933,      12.534,       6.769,57823,  264,  473.492030,  226.042288,   73.911376,    2239.582
    4631.382,    1739.618,       4.928,      12.523,       6.764,57823,  260,  472.128015,  225.475552,   73.418898,    2236.718
    4641.387,    1729.613,       4.922,      12.512,       6.759,57823,  257,  470.687140,  224.906144,   72.927834,    2233.850
    4651.392,    1719.608,       4.917,      12.500,       6.754,57823,  254,  469.178215,  224.333136,   72.436162,    2230.978
    4661.396,    1709.604,       4.912,      12.488,       6.749,57823,  251,  467.664917,  223.757419,   71.944936,    2228.101
    4671.401,    1699.599,       4.907,      12.475,       6.744,57823,  249,  466.145198,  223.181234,   71.457279,    2225.219
    4681.406,    1689.594,       4.902,      12.463,       6.739,57823,  246,  464.626579,  222.605843,   70.967137,    2222.332
    4691.411,    1679.589,       4.897,      12.451,       6.734,57823,  244,  463.130365,  222.031178,   70.478524,    2219.440
    4701.415,    1669.585,       4.892,      12.440,       6.729,57823,  242,  461.674655,  221.456909,   69.983166,    2216.542
    4711.420,    1659.580,       4.886,      12.428,       6.723,57823,  240,  460.170721,  220.882407,   69.505609,    2213.639
    4721.425,    1649.575,       4.881,      12.414,       6.718,57823,  238,  458.465932,  220.307075,   69.019416,    2210.729
    4731.430,    1639.570,       4.876,      12.399,       6.713,57823,  237,  456.694020,  219.730357,   68.534603,    2207.814
